Timestamp,Incompleted_count
2025-03-02T00:05:03.343275Z,12
2025-03-02T00:05:06.342885Z,9
2025-03-02T00:05:09.343480Z,9
2025-03-02T00:05:12.343280Z,16
2025-03-02T00:05:15.343499Z,16
2025-03-02T00:05:18.343357Z,12
2025-03-02T00:05:21.342752Z,11
2025-03-02T00:05:24.342519Z,10
2025-03-02T00:05:27.342525Z,10
2025-03-02T00:05:30.343183Z,11
2025-03-02T00:05:33.342530Z,11
2025-03-02T00:05:36.343391Z,12
2025-03-02T00:05:39.343343Z,16
2025-03-02T00:05:42.343507Z,16
2025-03-02T00:05:45.342511Z,13
2025-03-02T00:05:48.342464Z,13
2025-03-02T00:05:51.343003Z,16
2025-03-02T00:05:54.342640Z,16
2025-03-02T00:05:57.342532Z,11
2025-03-02T00:06:00.342705Z,11
2025-03-02T00:06:03.343258Z,9
2025-03-02T00:06:06.342661Z,9
2025-03-02T00:06:09.342934Z,12
2025-03-02T00:06:12.342685Z,16
2025-03-02T00:06:15.343428Z,9
2025-03-02T00:06:18.343449Z,9
2025-03-02T00:06:21.343500Z,16
2025-03-02T00:06:24.343173Z,16
2025-03-02T00:06:27.343508Z,13
2025-03-02T00:06:30.342853Z,16
2025-03-02T00:06:33.343040Z,10
2025-03-02T00:06:36.342550Z,12
2025-03-02T00:06:39.342797Z,11
2025-03-02T00:06:42.342776Z,12
2025-03-02T00:06:45.343150Z,12
2025-03-02T00:06:48.342463Z,9
2025-03-02T00:06:51.343463Z,9
2025-03-02T00:06:54.343440Z,10
2025-03-02T00:06:57.342849Z,11
2025-03-02T00:07:00.342545Z,12
2025-03-02T00:07:03.342602Z,11
2025-03-02T00:07:06.343077Z,10
2025-03-02T00:07:09.343333Z,10
2025-03-02T00:07:12.343404Z,10
2025-03-02T00:07:15.342680Z,10
2025-03-02T00:07:18.343027Z,9
2025-03-02T00:07:21.343496Z,9
2025-03-02T00:07:24.343052Z,9
2025-03-02T00:07:27.342584Z,9
2025-03-02T00:07:30.342732Z,10
2025-03-02T00:07:33.343210Z,10
2025-03-02T00:07:36.342526Z,11
2025-03-02T00:07:39.343435Z,11
2025-03-02T00:07:42.343495Z,12
2025-03-02T00:07:45.342498Z,12
2025-03-02T00:07:48.342646Z,9
2025-03-02T00:07:51.342767Z,9
2025-03-02T00:07:54.343400Z,12
2025-03-02T00:07:57.342571Z,12
2025-03-02T00:08:00.343444Z,11
2025-03-02T00:08:03.342790Z,10
2025-03-02T00:08:06.342663Z,10
2025-03-02T00:08:09.342563Z,10
2025-03-02T00:08:12.342576Z,10
2025-03-02T00:08:15.343471Z,10
2025-03-02T00:08:18.343352Z,16
2025-03-02T00:08:21.343460Z,16
2025-03-02T00:08:24.342974Z,11
2025-03-02T00:08:27.342814Z,11
2025-03-02T00:08:30.343486Z,11
2025-03-02T00:08:33.343289Z,10
2025-03-02T00:08:36.343148Z,11
2025-03-02T00:08:39.343257Z,11
2025-03-02T00:08:42.343299Z,9
2025-03-02T00:08:45.342662Z,9
2025-03-02T00:08:48.342453Z,9
2025-03-02T00:08:51.342586Z,9
2025-03-02T00:08:54.343467Z,9
2025-03-02T00:08:57.343220Z,16
2025-03-02T00:09:00.342595Z,16
2025-03-02T00:09:03.343247Z,12
2025-03-02T00:09:06.342664Z,12
2025-03-02T00:09:09.343424Z,16
2025-03-02T00:09:12.342819Z,16
2025-03-02T00:09:15.343463Z,9
2025-03-02T00:09:18.342457Z,9
2025-03-02T00:09:21.343028Z,9
2025-03-02T00:09:24.342809Z,9
2025-03-02T00:09:27.343475Z,9
2025-03-02T00:09:30.343477Z,9
2025-03-02T00:09:33.342600Z,9
2025-03-02T00:09:36.342514Z,11
2025-03-02T00:09:39.342770Z,12
2025-03-02T00:09:42.342825Z,13
2025-03-02T00:09:45.343230Z,12
2025-03-02T00:09:48.342504Z,8
2025-03-02T00:09:51.342559Z,16
2025-03-02T00:09:54.343266Z,16
2025-03-02T00:09:57.343411Z,10
2025-03-02T00:10:00.343264Z,10
2025-03-02T00:10:03.343173Z,16
2025-03-02T00:10:06.343478Z,16
2025-03-02T00:10:09.343376Z,11
2025-03-02T00:10:12.342531Z,12
2025-03-02T00:10:15.343362Z,10
2025-03-02T00:10:18.342485Z,11
2025-03-02T00:10:21.343496Z,11
2025-03-02T00:10:24.343477Z,10
2025-03-02T00:10:27.343351Z,9
2025-03-02T00:10:30.342515Z,11
2025-03-02T00:10:33.343347Z,10
2025-03-02T00:10:36.342673Z,11
2025-03-02T00:10:39.342816Z,10
2025-03-02T00:10:42.342808Z,11
2025-03-02T00:10:45.342529Z,11
2025-03-02T00:10:48.343371Z,16
2025-03-02T00:10:51.342535Z,16
2025-03-02T00:10:54.342813Z,12
2025-03-02T00:10:57.343494Z,12
2025-03-02T00:11:00.342581Z,9
2025-03-02T00:11:03.343143Z,9
2025-03-02T00:11:06.343245Z,11
2025-03-02T00:11:09.342539Z,11
2025-03-02T00:11:12.343265Z,16
2025-03-02T00:11:15.343502Z,16
2025-03-02T00:11:18.342461Z,14
2025-03-02T00:11:21.342629Z,12
2025-03-02T00:11:24.342537Z,12
2025-03-02T00:11:27.343399Z,12
2025-03-02T00:11:30.343465Z,9
2025-03-02T00:11:33.342590Z,9
2025-03-02T00:11:36.342590Z,9
2025-03-02T00:11:39.343249Z,9
2025-03-02T00:11:42.343520Z,16
2025-03-02T00:11:45.342520Z,16
2025-03-02T00:11:48.342558Z,9
2025-03-02T00:11:51.342981Z,3
2025-03-02T00:11:54.343448Z,3
2025-03-02T00:11:57.343502Z,9
2025-03-02T00:12:00.342588Z,12
2025-03-02T00:12:03.343136Z,12
2025-03-02T00:12:06.342773Z,10
2025-03-02T00:12:09.343137Z,10
2025-03-02T00:12:12.342985Z,11
2025-03-02T00:12:15.342587Z,11
2025-03-02T00:12:18.342470Z,10
2025-03-02T00:12:21.342485Z,10
2025-03-02T00:12:24.342698Z,10
2025-03-02T00:12:27.342514Z,10
2025-03-02T00:12:30.343025Z,10
2025-03-02T00:12:33.342845Z,10
2025-03-02T00:12:36.342513Z,9
2025-03-02T00:12:39.342895Z,9
2025-03-02T00:12:42.342592Z,9
2025-03-02T00:12:45.342725Z,9
2025-03-02T00:12:48.342617Z,16
2025-03-02T00:12:51.342493Z,9
2025-03-02T00:12:54.342887Z,2
2025-03-02T00:12:57.343267Z,9
2025-03-02T00:13:00.343323Z,10
2025-03-02T00:13:03.342843Z,12
2025-03-02T00:13:06.342467Z,15
2025-03-02T00:13:09.343056Z,13
2025-03-02T00:13:12.343395Z,11
2025-03-02T00:13:15.342521Z,11
2025-03-02T00:13:18.342491Z,9
2025-03-02T00:13:21.343297Z,16
2025-03-02T00:13:24.343159Z,16
2025-03-02T00:13:27.343170Z,9
2025-03-02T00:13:30.343070Z,9
2025-03-02T00:13:33.342925Z,16
2025-03-02T00:13:36.342549Z,16
2025-03-02T00:13:39.343279Z,11
2025-03-02T00:13:42.342697Z,13
2025-03-02T00:13:45.342591Z,11
2025-03-02T00:13:48.342492Z,11
2025-03-02T00:13:51.342584Z,12
2025-03-02T00:13:54.342594Z,10
2025-03-02T00:13:57.343166Z,10
2025-03-02T00:14:00.342464Z,9
2025-03-02T00:14:03.342568Z,16
2025-03-02T00:14:06.342698Z,16
2025-03-02T00:14:09.342576Z,16
2025-03-02T00:14:12.342623Z,16
2025-03-02T00:14:15.342915Z,12
2025-03-02T00:14:18.342520Z,12
2025-03-02T00:14:21.342897Z,12
2025-03-02T00:14:24.342460Z,5
2025-03-02T00:14:27.342908Z,3
2025-03-02T00:14:30.343323Z,10
2025-03-02T00:14:33.343141Z,11
2025-03-02T00:14:36.342977Z,11
2025-03-02T00:14:39.342562Z,9
2025-03-02T00:14:42.342528Z,16
2025-03-02T00:14:45.342991Z,16
2025-03-02T00:14:48.342505Z,10
2025-03-02T00:14:51.342603Z,12
2025-03-02T00:14:54.342711Z,11
2025-03-02T00:14:57.342779Z,11
2025-03-02T00:15:00.342487Z,11
2025-03-02T00:15:03.342746Z,10
2025-03-02T00:15:06.342877Z,16
2025-03-02T00:15:09.343087Z,16
2025-03-02T00:15:12.343300Z,9
2025-03-02T00:15:15.342776Z,9
2025-03-02T00:15:18.343435Z,16
2025-03-02T00:15:21.342495Z,16
2025-03-02T00:15:24.342493Z,11
2025-03-02T00:15:27.342848Z,14
2025-03-02T00:15:30.342771Z,12
2025-03-02T00:15:33.342562Z,9
2025-03-02T00:15:36.342648Z,10
2025-03-02T00:15:39.342651Z,9
2025-03-02T00:15:42.343217Z,9
2025-03-02T00:15:45.342599Z,9
2025-03-02T00:15:48.343203Z,10
2025-03-02T00:15:51.342970Z,9
2025-03-02T00:15:54.343293Z,11
2025-03-02T00:15:57.342511Z,11
2025-03-02T00:16:00.342461Z,10
2025-03-02T00:16:03.342516Z,16
2025-03-02T00:16:06.342637Z,16
2025-03-02T00:16:09.342568Z,12
2025-03-02T00:16:12.343020Z,12
2025-03-02T00:16:15.342620Z,16
2025-03-02T00:16:18.342628Z,16
2025-03-02T00:16:21.342758Z,13
2025-03-02T00:16:24.342599Z,14
2025-03-02T00:16:27.343373Z,13
2025-03-02T00:16:30.342728Z,13
2025-03-02T00:16:33.343244Z,10
2025-03-02T00:16:36.343025Z,10
2025-03-02T00:16:39.342706Z,9
2025-03-02T00:16:42.342834Z,11
2025-03-02T00:16:45.342614Z,12
2025-03-02T00:16:48.342455Z,10
2025-03-02T00:16:51.343047Z,9
2025-03-02T00:16:54.342720Z,16
2025-03-02T00:16:57.342498Z,16
2025-03-02T00:17:00.343330Z,13
2025-03-02T00:17:03.343450Z,11
2025-03-02T00:17:06.342949Z,9
2025-03-02T00:17:09.342517Z,10
2025-03-02T00:17:12.342510Z,10
2025-03-02T00:17:15.342693Z,10
2025-03-02T00:17:18.343386Z,9
2025-03-02T00:17:21.342965Z,16
2025-03-02T00:17:24.342899Z,16
2025-03-02T00:17:27.342682Z,10
2025-03-02T00:17:30.342833Z,10
2025-03-02T00:17:33.343343Z,16
2025-03-02T00:17:36.343305Z,16
2025-03-02T00:17:39.342537Z,9
2025-03-02T00:17:42.342522Z,9
2025-03-02T00:17:45.343454Z,3
2025-03-02T00:17:48.343185Z,7
2025-03-02T00:17:51.342564Z,14
2025-03-02T00:17:54.343468Z,15
2025-03-02T00:17:57.342502Z,4
2025-03-02T00:18:00.343315Z,10
2025-03-02T00:18:03.342615Z,14
2025-03-02T00:18:06.342849Z,11
2025-03-02T00:18:09.342833Z,9
2025-03-02T00:18:12.342448Z,10
2025-03-02T00:18:15.343448Z,10
2025-03-02T00:18:18.342673Z,10
2025-03-02T00:18:21.342533Z,11
2025-03-02T00:18:24.343290Z,10
2025-03-02T00:18:27.342829Z,9
2025-03-02T00:18:30.342568Z,9
2025-03-02T00:18:33.342874Z,11
2025-03-02T00:18:36.342476Z,12
2025-03-02T00:18:39.342573Z,10
2025-03-02T00:18:42.342462Z,10
2025-03-02T00:18:45.343411Z,9
2025-03-02T00:18:48.342489Z,12
2025-03-02T00:18:51.343499Z,10
2025-03-02T00:18:54.342695Z,9
2025-03-02T00:18:57.343038Z,16
2025-03-02T00:19:00.343382Z,16
2025-03-02T00:19:03.343345Z,11
2025-03-02T00:19:06.342582Z,14
2025-03-02T00:19:09.342895Z,12
2025-03-02T00:19:12.343189Z,10
2025-03-02T00:19:15.342782Z,10
2025-03-02T00:19:18.342493Z,16
2025-03-02T00:19:21.342743Z,16
2025-03-02T00:19:24.342972Z,12
2025-03-02T00:19:27.343038Z,11
2025-03-02T00:19:30.342534Z,11
2025-03-02T00:19:33.342780Z,10
2025-03-02T00:19:36.342972Z,11
2025-03-02T00:19:39.343129Z,12
2025-03-02T00:19:42.342830Z,10
2025-03-02T00:19:45.342839Z,9
2025-03-02T00:19:48.342853Z,9
2025-03-02T00:19:51.342914Z,16
2025-03-02T00:19:54.342946Z,16
2025-03-02T00:19:57.342952Z,9
2025-03-02T00:20:00.342537Z,9
2025-03-02T00:20:03.343455Z,10
2025-03-02T00:20:06.342682Z,11
2025-03-02T00:20:09.343088Z,10
2025-03-02T00:20:12.342597Z,9
2025-03-02T00:20:15.342678Z,5
2025-03-02T00:20:18.342482Z,13
2025-03-02T00:20:21.343102Z,12
2025-03-02T00:20:24.342679Z,12
2025-03-02T00:20:27.342664Z,9
2025-03-02T00:20:30.343192Z,11
2025-03-02T00:20:33.342974Z,10
2025-03-02T00:20:36.342755Z,9
2025-03-02T00:20:39.342613Z,9
2025-03-02T00:20:42.343040Z,12
2025-03-02T00:20:45.343309Z,11
2025-03-02T00:20:48.342503Z,10
2025-03-02T00:20:51.343491Z,9
2025-03-02T00:20:54.343133Z,16
2025-03-02T00:20:57.343280Z,16
2025-03-02T00:21:00.342757Z,12
2025-03-02T00:21:03.342587Z,11
2025-03-02T00:21:06.342843Z,11
2025-03-02T00:21:09.342571Z,9
2025-03-02T00:21:12.342649Z,9
2025-03-02T00:21:15.342557Z,9
2025-03-02T00:21:18.342487Z,11
2025-03-02T00:21:21.342773Z,11
2025-03-02T00:21:24.343473Z,11
2025-03-02T00:21:27.342577Z,11
2025-03-02T00:21:30.343174Z,10
2025-03-02T00:21:33.342814Z,10
2025-03-02T00:21:36.342880Z,13
2025-03-02T00:21:39.342723Z,10
2025-03-02T00:21:42.342857Z,9
2025-03-02T00:21:45.342615Z,10
2025-03-02T00:21:48.343168Z,10
2025-03-02T00:21:51.342620Z,11
2025-03-02T00:21:54.342572Z,11
2025-03-02T00:21:57.342496Z,16
2025-03-02T00:22:00.342514Z,16
2025-03-02T00:22:03.343465Z,9
2025-03-02T00:22:06.342752Z,9
2025-03-02T00:22:09.342568Z,10
2025-03-02T00:22:12.342804Z,12
2025-03-02T00:22:15.343133Z,10
2025-03-02T00:22:18.343230Z,10
2025-03-02T00:22:21.342618Z,10
2025-03-02T00:22:24.343068Z,10
2025-03-02T00:22:27.342790Z,10
2025-03-02T00:22:30.343416Z,12
2025-03-02T00:22:33.342868Z,11
2025-03-02T00:22:36.342981Z,11
2025-03-02T00:22:39.342973Z,10
2025-03-02T00:22:42.342564Z,11
2025-03-02T00:22:45.342534Z,11
2025-03-02T00:22:48.343331Z,10
2025-03-02T00:22:51.342587Z,10
2025-03-02T00:22:54.342600Z,10
2025-03-02T00:22:57.342690Z,9
2025-03-02T00:23:00.342458Z,16
2025-03-02T00:23:03.342613Z,16
2025-03-02T00:23:06.343214Z,14
2025-03-02T00:23:09.342761Z,14
2025-03-02T00:23:12.343052Z,3
2025-03-02T00:23:15.343166Z,9
2025-03-02T00:23:18.342506Z,16
2025-03-02T00:23:21.342835Z,9
2025-03-02T00:23:24.342652Z,11
2025-03-02T00:23:27.342821Z,11
2025-03-02T00:23:30.342678Z,11
2025-03-02T00:23:33.343175Z,9
2025-03-02T00:23:36.343234Z,12
2025-03-02T00:23:39.342555Z,9
2025-03-02T00:23:42.342969Z,10
2025-03-02T00:23:45.343364Z,11
2025-03-02T00:23:48.342521Z,9
2025-03-02T00:23:51.342798Z,9
2025-03-02T00:23:54.342974Z,11
2025-03-02T00:23:57.343188Z,3
2025-03-02T00:24:00.343471Z,3
2025-03-02T00:24:03.343207Z,11
2025-03-02T00:24:06.343313Z,11
2025-03-02T00:24:09.342568Z,9
2025-03-02T00:24:12.342540Z,9
2025-03-02T00:24:15.343212Z,9
2025-03-02T00:24:18.342480Z,10
2025-03-02T00:24:21.342855Z,10
2025-03-02T00:24:24.343463Z,12
2025-03-02T00:24:27.343418Z,10
2025-03-02T00:24:30.343456Z,10
2025-03-02T00:24:33.343157Z,10
2025-03-02T00:24:36.342984Z,10
2025-03-02T00:24:39.343366Z,10
2025-03-02T00:24:42.342575Z,10
2025-03-02T00:24:45.343182Z,10
2025-03-02T00:24:48.343320Z,9
2025-03-02T00:24:51.342592Z,16
2025-03-02T00:24:54.342532Z,16
2025-03-02T00:24:57.343081Z,10
2025-03-02T00:25:00.342466Z,10
2025-03-02T00:25:03.343068Z,10
2025-03-02T00:25:06.342539Z,11
2025-03-02T00:25:09.343442Z,9
2025-03-02T00:25:12.343435Z,9
2025-03-02T00:25:15.342895Z,9
2025-03-02T00:25:18.342504Z,12
2025-03-02T00:25:21.342902Z,12
2025-03-02T00:25:24.342749Z,10
2025-03-02T00:25:27.343480Z,9
2025-03-02T00:25:30.343322Z,12
2025-03-02T00:25:33.343223Z,11
2025-03-02T00:25:36.342548Z,9
2025-03-02T00:25:39.343505Z,16
2025-03-02T00:25:42.343487Z,16
2025-03-02T00:25:45.342761Z,12
2025-03-02T00:25:48.342760Z,12
2025-03-02T00:25:51.342473Z,10
2025-03-02T00:25:54.343285Z,10
2025-03-02T00:25:57.343474Z,10
2025-03-02T00:26:00.342551Z,11
2025-03-02T00:26:03.342678Z,11
2025-03-02T00:26:06.343077Z,9
2025-03-02T00:26:09.342782Z,10
2025-03-02T00:26:12.343377Z,13
2025-03-02T00:26:15.342628Z,11
2025-03-02T00:26:18.343250Z,15
2025-03-02T00:26:21.342525Z,16
2025-03-02T00:26:24.342994Z,14
2025-03-02T00:26:27.342674Z,15
2025-03-02T00:26:30.343461Z,13
2025-03-02T00:26:33.342693Z,11
2025-03-02T00:26:36.342575Z,15
2025-03-02T00:26:39.343488Z,14
2025-03-02T00:26:42.342607Z,16
2025-03-02T00:26:45.342602Z,16
2025-03-02T00:26:48.343395Z,10
2025-03-02T00:26:51.342900Z,16
2025-03-02T00:26:54.343455Z,16
2025-03-02T00:26:57.343339Z,9
2025-03-02T00:27:00.342517Z,11
2025-03-02T00:27:03.343491Z,10
2025-03-02T00:27:06.342608Z,11
2025-03-02T00:27:09.343501Z,10
2025-03-02T00:27:12.343091Z,11
2025-03-02T00:27:15.342742Z,12
2025-03-02T00:27:18.342491Z,10
2025-03-02T00:27:21.343067Z,9
2025-03-02T00:27:24.342559Z,9
2025-03-02T00:27:27.343885Z,2
2025-03-02T00:27:30.343152Z,4
2025-03-02T00:27:33.342971Z,11
2025-03-02T00:27:36.345391Z,16
2025-03-02T00:27:39.342985Z,16
2025-03-02T00:27:42.342505Z,12
2025-03-02T00:27:45.343490Z,11
2025-03-02T00:27:48.342808Z,12
2025-03-02T00:27:51.343491Z,12
2025-03-02T00:27:54.343030Z,12
2025-03-02T00:27:57.343424Z,10
2025-03-02T00:28:00.342576Z,16
2025-03-02T00:28:03.343172Z,16
2025-03-02T00:28:06.342491Z,10
2025-03-02T00:28:09.343034Z,10
2025-03-02T00:28:12.343138Z,16
2025-03-02T00:28:15.342920Z,16
2025-03-02T00:28:18.342491Z,16
2025-03-02T00:28:21.342819Z,16
2025-03-02T00:28:24.342559Z,14
2025-03-02T00:28:27.343515Z,14
2025-03-02T00:28:30.343017Z,10
2025-03-02T00:28:33.342586Z,10
2025-03-02T00:28:36.342962Z,4
2025-03-02T00:28:39.343325Z,3
2025-03-02T00:28:42.342538Z,14
2025-03-02T00:28:45.343077Z,14
2025-03-02T00:28:48.343254Z,11
2025-03-02T00:28:51.342529Z,9
2025-03-02T00:28:54.343471Z,9
2025-03-02T00:28:57.343125Z,9
2025-03-02T00:29:00.343471Z,11
2025-03-02T00:29:03.342723Z,11
2025-03-02T00:29:06.343512Z,16
2025-03-02T00:29:09.342538Z,16
2025-03-02T00:29:12.342965Z,12
2025-03-02T00:29:15.343217Z,11
2025-03-02T00:29:18.343192Z,10
2025-03-02T00:29:21.343423Z,10
2025-03-02T00:29:24.342815Z,10
2025-03-02T00:29:27.342705Z,10
2025-03-02T00:29:30.343482Z,11
2025-03-02T00:29:33.342597Z,10
2025-03-02T00:29:36.342497Z,2
2025-03-02T00:29:39.342582Z,2
2025-03-02T00:29:42.343447Z,12
2025-03-02T00:29:45.342593Z,12
2025-03-02T00:29:48.342976Z,9
2025-03-02T00:29:51.342564Z,9
2025-03-02T00:29:54.343480Z,9
2025-03-02T00:29:57.342659Z,9
2025-03-02T00:30:00.343469Z,9
2025-03-02T00:30:03.343447Z,9
2025-03-02T00:30:06.342937Z,9
2025-03-02T00:30:09.343309Z,9
2025-03-02T00:30:12.343438Z,11
2025-03-02T00:30:15.342539Z,11
2025-03-02T00:30:18.342961Z,13
2025-03-02T00:30:21.343269Z,12
2025-03-02T00:30:24.342582Z,11
2025-03-02T00:30:27.342817Z,11
2025-03-02T00:30:30.343516Z,16
2025-03-02T00:30:33.343025Z,16
2025-03-02T00:30:36.343492Z,9
2025-03-02T00:30:39.342587Z,9
2025-03-02T00:30:42.342977Z,12
2025-03-02T00:30:45.342997Z,16
2025-03-02T00:30:48.342843Z,16
2025-03-02T00:30:51.342534Z,11
2025-03-02T00:30:54.342556Z,11
2025-03-02T00:30:57.343462Z,9
2025-03-02T00:31:00.342548Z,10
2025-03-02T00:31:03.342778Z,12
2025-03-02T00:31:06.342590Z,12
2025-03-02T00:31:09.343248Z,11
2025-03-02T00:31:12.342666Z,10
2025-03-02T00:31:15.343025Z,16
2025-03-02T00:31:18.342558Z,16
2025-03-02T00:31:21.343343Z,10
2025-03-02T00:31:24.343488Z,10
2025-03-02T00:31:27.342744Z,9
2025-03-02T00:31:30.342514Z,9
2025-03-02T00:31:33.343321Z,11
2025-03-02T00:31:36.343498Z,12
2025-03-02T00:31:39.343039Z,13
2025-03-02T00:31:42.342588Z,12
2025-03-02T00:31:45.342725Z,10
2025-03-02T00:31:48.342523Z,10
2025-03-02T00:31:51.342986Z,10
2025-03-02T00:31:54.342809Z,9
2025-03-02T00:31:57.343480Z,10
2025-03-02T00:32:00.342593Z,10
2025-03-02T00:32:03.343209Z,9
2025-03-02T00:32:06.343039Z,9
2025-03-02T00:32:09.342560Z,9
2025-03-02T00:32:12.343326Z,9
2025-03-02T00:32:15.343505Z,16
2025-03-02T00:32:18.342486Z,16
2025-03-02T00:32:21.343068Z,14
2025-03-02T00:32:24.342758Z,12
2025-03-02T00:32:27.342788Z,11
2025-03-02T00:32:30.342921Z,11
2025-03-02T00:32:33.343407Z,10
2025-03-02T00:32:36.342581Z,11
2025-03-02T00:32:39.343405Z,10
2025-03-02T00:32:42.343486Z,10
2025-03-02T00:32:45.343486Z,10
2025-03-02T00:32:48.342568Z,9
2025-03-02T00:32:51.343426Z,10
2025-03-02T00:32:54.342990Z,10
2025-03-02T00:32:57.343211Z,11
2025-03-02T00:33:00.342549Z,11
2025-03-02T00:33:03.343182Z,12
2025-03-02T00:33:06.343170Z,12
2025-03-02T00:33:09.343183Z,9
2025-03-02T00:33:12.342872Z,16
2025-03-02T00:33:15.343294Z,16
2025-03-02T00:33:18.342475Z,10
2025-03-02T00:33:21.343045Z,10
2025-03-02T00:33:24.342462Z,9
2025-03-02T00:33:27.343469Z,11
2025-03-02T00:33:30.343493Z,10
2025-03-02T00:33:33.342552Z,10
2025-03-02T00:33:36.343161Z,10
2025-03-02T00:33:39.342605Z,11
2025-03-02T00:33:42.342530Z,13
2025-03-02T00:33:45.342661Z,13
2025-03-02T00:33:48.343105Z,11
2025-03-02T00:33:51.343251Z,10
2025-03-02T00:33:54.343165Z,10
2025-03-02T00:33:57.343027Z,16
2025-03-02T00:34:00.343501Z,16
2025-03-02T00:34:03.342582Z,10
2025-03-02T00:34:06.342971Z,9
2025-03-02T00:34:09.342564Z,9
2025-03-02T00:34:12.342967Z,9
2025-03-02T00:34:15.343469Z,10
2025-03-02T00:34:18.342887Z,10
2025-03-02T00:34:21.342773Z,11
2025-03-02T00:34:24.345801Z,14
2025-03-02T00:34:27.343164Z,11
2025-03-02T00:34:30.343522Z,16
2025-03-02T00:34:33.343340Z,16
2025-03-02T00:34:36.343500Z,9
2025-03-02T00:34:39.343497Z,10
2025-03-02T00:34:42.342525Z,9
2025-03-02T00:34:45.342533Z,16
2025-03-02T00:34:48.343358Z,16
2025-03-02T00:34:51.343338Z,11
