TxSeq,StratTime,EndTime,TimeUse
5258689,2025-03-02T01:58:17.002608Z,2025-03-02T01:58:17.002610Z,2
5258690,2025-03-02T01:58:17.002606Z,2025-03-02T01:58:17.002610Z,4
5258691,2025-03-02T01:58:17.002604Z,2025-03-02T01:58:17.002610Z,6
5258692,2025-03-02T01:58:17.002595Z,2025-03-02T01:58:17.002601Z,6
5258693,2025-03-02T01:58:22.644998Z,2025-03-02T01:58:22.645007Z,9
5258694,2025-03-02T01:58:22.645014Z,2025-03-02T01:58:22.645016Z,2
5258695,2025-03-02T01:58:22.645009Z,2025-03-02T01:58:22.645014Z,5
5258696,2025-03-02T01:58:22.645012Z,2025-03-02T01:58:22.645014Z,2
5258697,2025-03-02T01:58:22.644998Z,2025-03-02T01:58:22.645008Z,10
5258698,2025-03-02T01:58:28.893846Z,2025-03-02T01:58:28.893851Z,5
5258699,2025-03-02T01:58:28.893835Z,2025-03-02T01:58:28.893842Z,7
5258700,2025-03-02T01:58:28.893842Z,2025-03-02T01:58:28.893845Z,3
5258701,2025-03-02T01:58:28.893842Z,2025-03-02T01:58:28.893843Z,1
5258702,2025-03-02T01:58:28.893830Z,2025-03-02T01:58:28.893837Z,7
5258703,2025-03-02T01:58:40.722598Z,2025-03-02T01:58:40.722605Z,7
5258704,2025-03-02T01:58:40.722587Z,2025-03-02T01:58:40.722593Z,6
5258705,2025-03-02T01:58:40.722609Z,2025-03-02T01:58:40.722617Z,8
5258706,2025-03-02T01:58:40.722600Z,2025-03-02T01:58:40.722606Z,6
5258707,2025-03-02T01:58:40.722601Z,2025-03-02T01:58:40.722602Z,1
5258708,2025-03-02T01:58:40.722605Z,2025-03-02T01:58:40.722608Z,3
5258709,2025-03-02T01:58:40.722598Z,2025-03-02T01:58:40.722599Z,1
5258710,2025-03-02T01:58:40.722602Z,2025-03-02T01:58:40.722605Z,3
5258711,2025-03-02T01:58:40.722607Z,2025-03-02T01:58:40.722608Z,1
5258712,2025-03-02T01:58:40.722608Z,2025-03-02T01:58:40.722610Z,2
5258713,2025-03-02T01:58:40.722610Z,2025-03-02T01:58:40.722612Z,2
5258714,2025-03-02T01:58:40.722593Z,2025-03-02T01:58:40.722598Z,5
5258715,2025-03-02T01:58:46.962172Z,2025-03-02T01:58:46.962175Z,3
5258716,2025-03-02T01:58:46.962167Z,2025-03-02T01:58:46.962175Z,8
5258717,2025-03-02T01:58:52.642315Z,2025-03-02T01:58:52.642318Z,3
5258718,2025-03-02T01:58:52.642315Z,2025-03-02T01:58:52.642317Z,2
5258719,2025-03-02T01:58:52.642304Z,2025-03-02T01:58:52.642311Z,7
5258720,2025-03-02T01:58:52.642318Z,2025-03-02T01:58:52.642320Z,2
5258721,2025-03-02T01:58:52.642315Z,2025-03-02T01:58:52.642321Z,6
5258722,2025-03-02T01:58:52.642313Z,2025-03-02T01:58:52.642314Z,1
5258723,2025-03-02T01:58:52.642301Z,2025-03-02T01:58:52.642308Z,7
5258724,2025-03-02T01:58:58.938131Z,2025-03-02T01:58:58.938136Z,5
5258725,2025-03-02T01:58:58.938133Z,2025-03-02T01:58:58.938134Z,1
5258726,2025-03-02T01:58:58.938125Z,2025-03-02T01:58:58.938129Z,4
5258727,2025-03-02T01:58:58.938130Z,2025-03-02T01:58:58.938132Z,2
5258728,2025-03-02T01:58:58.938133Z,2025-03-02T01:58:58.938135Z,2
5258729,2025-03-02T01:58:58.938120Z,2025-03-02T01:58:58.938126Z,6
5258730,2025-03-02T01:59:04.491340Z,2025-03-02T01:59:04.491344Z,4
5258731,2025-03-02T01:59:04.491346Z,2025-03-02T01:59:04.491347Z,1
5258732,2025-03-02T01:59:04.491333Z,2025-03-02T01:59:04.491341Z,8
5258733,2025-03-02T01:59:10.751993Z,2025-03-02T01:59:10.751994Z,1
5258734,2025-03-02T01:59:10.751980Z,2025-03-02T01:59:10.751989Z,9
5258735,2025-03-02T01:59:10.751993Z,2025-03-02T01:59:10.751995Z,2
5258736,2025-03-02T01:59:10.751980Z,2025-03-02T01:59:10.751988Z,8
5258737,2025-03-02T01:59:10.751991Z,2025-03-02T01:59:10.751997Z,6
5258738,2025-03-02T01:59:10.751992Z,2025-03-02T01:59:10.751994Z,2
5258739,2025-03-02T01:59:10.751980Z,2025-03-02T01:59:10.751988Z,8
5258740,2025-03-02T01:59:22.862886Z,2025-03-02T01:59:22.862892Z,6
5258741,2025-03-02T01:59:22.862885Z,2025-03-02T01:59:22.862893Z,8
5258742,2025-03-02T01:59:28.405050Z,2025-03-02T01:59:28.405056Z,6
5258743,2025-03-02T01:59:28.405050Z,2025-03-02T01:59:28.405053Z,3
5258744,2025-03-02T01:59:28.405060Z,2025-03-02T01:59:28.405067Z,7
5258745,2025-03-02T01:59:28.405045Z,2025-03-02T01:59:28.405052Z,7
5258746,2025-03-02T01:59:28.405054Z,2025-03-02T01:59:28.405056Z,2
5258747,2025-03-02T01:59:28.405057Z,2025-03-02T01:59:28.405058Z,1
5258748,2025-03-02T01:59:28.405058Z,2025-03-02T01:59:28.405060Z,2
5258749,2025-03-02T01:59:28.405040Z,2025-03-02T01:59:28.405049Z,9
5258750,2025-03-02T01:59:34.603214Z,2025-03-02T01:59:34.603218Z,4
5258751,2025-03-02T01:59:34.603215Z,2025-03-02T01:59:34.603218Z,3
5258752,2025-03-02T01:59:34.603220Z,2025-03-02T01:59:34.603221Z,1
5258753,2025-03-02T01:59:34.603207Z,2025-03-02T01:59:34.603216Z,9
5258754,2025-03-02T01:59:40.798200Z,2025-03-02T01:59:40.798207Z,7
5258755,2025-03-02T01:59:40.798213Z,2025-03-02T01:59:40.798215Z,2
5258756,2025-03-02T01:59:40.798219Z,2025-03-02T01:59:40.798225Z,6
5258757,2025-03-02T01:59:40.798209Z,2025-03-02T01:59:40.798216Z,7
5258758,2025-03-02T01:59:40.798215Z,2025-03-02T01:59:40.798217Z,2
5258759,2025-03-02T01:59:40.798218Z,2025-03-02T01:59:40.798219Z,1
5258760,2025-03-02T01:59:40.798205Z,2025-03-02T01:59:40.798211Z,6
5258761,2025-03-02T01:59:47.022786Z,2025-03-02T01:59:47.022790Z,4
5258762,2025-03-02T01:59:47.022778Z,2025-03-02T01:59:47.022788Z,10
5258763,2025-03-02T01:59:47.022794Z,2025-03-02T01:59:47.022795Z,1
5258764,2025-03-02T01:59:47.022786Z,2025-03-02T01:59:47.022793Z,7
5258765,2025-03-02T01:59:47.022791Z,2025-03-02T01:59:47.022792Z,1
5258766,2025-03-02T01:59:47.022778Z,2025-03-02T01:59:47.022786Z,8
5258767,2025-03-02T01:59:52.635716Z,2025-03-02T01:59:52.635722Z,6
5258768,2025-03-02T01:59:52.635697Z,2025-03-02T01:59:52.635704Z,7
5258769,2025-03-02T01:59:52.635709Z,2025-03-02T01:59:52.635709Z,0
5258770,2025-03-02T01:59:52.635709Z,2025-03-02T01:59:52.635710Z,1
5258771,2025-03-02T01:59:52.635697Z,2025-03-02T01:59:52.635705Z,8
5258772,2025-03-02T01:59:58.965907Z,2025-03-02T01:59:58.965908Z,1
5258773,2025-03-02T01:59:58.965910Z,2025-03-02T01:59:58.965911Z,1
5258774,2025-03-02T01:59:58.965895Z,2025-03-02T01:59:58.965902Z,7
5258775,2025-03-02T01:59:58.965905Z,2025-03-02T01:59:58.965912Z,7
5258776,2025-03-02T01:59:58.965907Z,2025-03-02T01:59:58.965914Z,7
5258777,2025-03-02T01:59:58.965907Z,2025-03-02T01:59:58.965908Z,1
5258778,2025-03-02T01:59:58.965895Z,2025-03-02T01:59:58.965902Z,7
5258779,2025-03-02T02:00:11.189883Z,2025-03-02T02:00:11.189893Z,10
5258780,2025-03-02T02:00:11.341833Z,2025-03-02T02:00:11.341838Z,5
5258781,2025-03-02T02:00:11.341840Z,2025-03-02T02:00:11.341842Z,2
5258782,2025-03-02T02:00:11.341831Z,2025-03-02T02:00:11.341837Z,6
5258783,2025-03-02T02:00:16.825487Z,2025-03-02T02:00:16.825488Z,1
5258784,2025-03-02T02:00:16.825473Z,2025-03-02T02:00:16.825480Z,7
5258785,2025-03-02T02:00:16.825493Z,2025-03-02T02:00:16.825495Z,2
5258786,2025-03-02T02:00:16.825482Z,2025-03-02T02:00:16.825486Z,4
5258787,2025-03-02T02:00:16.825486Z,2025-03-02T02:00:16.825488Z,2
5258788,2025-03-02T02:00:16.825474Z,2025-03-02T02:00:16.825481Z,7
5258789,2025-03-02T02:00:23.038399Z,2025-03-02T02:00:23.038407Z,8
5258790,2025-03-02T02:00:23.038389Z,2025-03-02T02:00:23.038399Z,10
5258791,2025-03-02T02:00:23.038415Z,2025-03-02T02:00:23.038417Z,2
5258792,2025-03-02T02:00:23.038413Z,2025-03-02T02:00:23.038414Z,1
5258793,2025-03-02T02:00:23.038413Z,2025-03-02T02:00:23.038415Z,2
5258794,2025-03-02T02:00:23.038406Z,2025-03-02T02:00:23.038409Z,3
5258795,2025-03-02T02:00:23.038403Z,2025-03-02T02:00:23.038404Z,1
5258796,2025-03-02T02:00:23.038404Z,2025-03-02T02:00:23.038406Z,2
5258797,2025-03-02T02:00:23.038408Z,2025-03-02T02:00:23.038413Z,5
5258798,2025-03-02T02:00:23.038406Z,2025-03-02T02:00:23.038411Z,5
5258799,2025-03-02T02:00:23.038394Z,2025-03-02T02:00:23.038398Z,4
5258800,2025-03-02T02:00:34.739442Z,2025-03-02T02:00:34.739444Z,2
5258801,2025-03-02T02:00:34.739432Z,2025-03-02T02:00:34.739437Z,5
5258802,2025-03-02T02:00:34.739444Z,2025-03-02T02:00:34.739448Z,4
5258803,2025-03-02T02:00:34.739442Z,2025-03-02T02:00:34.739443Z,1
5258804,2025-03-02T02:00:34.739432Z,2025-03-02T02:00:34.739438Z,6
5258805,2025-03-02T02:00:40.930760Z,2025-03-02T02:00:40.930763Z,3
5258806,2025-03-02T02:00:40.930757Z,2025-03-02T02:00:40.930763Z,6
5258807,2025-03-02T02:00:40.930771Z,2025-03-02T02:00:40.930776Z,5
5258808,2025-03-02T02:00:40.930754Z,2025-03-02T02:00:40.930762Z,8
5258809,2025-03-02T02:00:52.954250Z,2025-03-02T02:00:52.954257Z,7
5258810,2025-03-02T02:00:52.954255Z,2025-03-02T02:00:52.954258Z,3
5258811,2025-03-02T02:00:52.954258Z,2025-03-02T02:00:52.954260Z,2
5258812,2025-03-02T02:00:52.954250Z,2025-03-02T02:00:52.954255Z,5
5258813,2025-03-02T02:00:58.546689Z,2025-03-02T02:00:58.546697Z,8
5258814,2025-03-02T02:00:58.546691Z,2025-03-02T02:00:58.546692Z,1
5258815,2025-03-02T02:00:58.546678Z,2025-03-02T02:00:58.546686Z,8
5258816,2025-03-02T02:00:58.546689Z,2025-03-02T02:00:58.546696Z,7
5258817,2025-03-02T02:00:58.546691Z,2025-03-02T02:00:58.546692Z,1
5258818,2025-03-02T02:00:58.546678Z,2025-03-02T02:00:58.546687Z,9
5258819,2025-03-02T02:01:04.751102Z,2025-03-02T02:01:04.751111Z,9
5258820,2025-03-02T02:01:04.751116Z,2025-03-02T02:01:04.751118Z,2
5258821,2025-03-02T02:01:04.751117Z,2025-03-02T02:01:04.751124Z,7
5258822,2025-03-02T02:01:04.751114Z,2025-03-02T02:01:04.751118Z,4
5258823,2025-03-02T02:01:04.751103Z,2025-03-02T02:01:04.751110Z,7
5258824,2025-03-02T02:01:10.556737Z,2025-03-02T02:01:10.556746Z,9
5258825,2025-03-02T02:01:10.556746Z,2025-03-02T02:01:10.556750Z,4
5258826,2025-03-02T02:01:10.556751Z,2025-03-02T02:01:10.556757Z,6
5258827,2025-03-02T02:01:10.556735Z,2025-03-02T02:01:10.556746Z,11
5258828,2025-03-02T02:01:16.835901Z,2025-03-02T02:01:16.835904Z,3
5258829,2025-03-02T02:01:16.835888Z,2025-03-02T02:01:16.835895Z,7
5258830,2025-03-02T02:01:16.835902Z,2025-03-02T02:01:16.835905Z,3
5258831,2025-03-02T02:01:16.835895Z,2025-03-02T02:01:16.835902Z,7
5258832,2025-03-02T02:01:16.835903Z,2025-03-02T02:01:16.835907Z,4
5258833,2025-03-02T02:01:16.835899Z,2025-03-02T02:01:16.835900Z,1
5258834,2025-03-02T02:01:16.835888Z,2025-03-02T02:01:16.835895Z,7
5258835,2025-03-02T02:01:22.465017Z,2025-03-02T02:01:22.465024Z,7
5258836,2025-03-02T02:01:28.703159Z,2025-03-02T02:01:28.703167Z,8
5258837,2025-03-02T02:01:28.703176Z,2025-03-02T02:01:28.703180Z,4
5258838,2025-03-02T02:01:28.703165Z,2025-03-02T02:01:28.703169Z,4
5258839,2025-03-02T02:01:28.703171Z,2025-03-02T02:01:28.703172Z,1
5258840,2025-03-02T02:01:28.703160Z,2025-03-02T02:01:28.703167Z,7
5258841,2025-03-02T02:01:34.858792Z,2025-03-02T02:01:34.858800Z,8
5258842,2025-03-02T02:01:47.482244Z,2025-03-02T02:01:47.482246Z,2
5258843,2025-03-02T02:01:47.482249Z,2025-03-02T02:01:47.482250Z,1
5258844,2025-03-02T02:01:47.482226Z,2025-03-02T02:01:47.482236Z,10
5258845,2025-03-02T02:01:47.482238Z,2025-03-02T02:01:47.482246Z,8
5258846,2025-03-02T02:01:47.482242Z,2025-03-02T02:01:47.482248Z,6
5258847,2025-03-02T02:01:47.482233Z,2025-03-02T02:01:47.482236Z,3
5258848,2025-03-02T02:01:47.482239Z,2025-03-02T02:01:47.482253Z,14
5258849,2025-03-02T02:01:47.482243Z,2025-03-02T02:01:47.482244Z,1
5258850,2025-03-02T02:01:47.482250Z,2025-03-02T02:01:47.482252Z,2
5258851,2025-03-02T02:01:47.482226Z,2025-03-02T02:01:47.482235Z,9
5258852,2025-03-02T02:01:53.159949Z,2025-03-02T02:01:53.159972Z,23
5258853,2025-03-02T02:01:53.159959Z,2025-03-02T02:01:53.159963Z,4
5258854,2025-03-02T02:01:53.159947Z,2025-03-02T02:01:53.159960Z,13
5258855,2025-03-02T02:01:58.905831Z,2025-03-02T02:01:58.905832Z,1
5258856,2025-03-02T02:01:58.905818Z,2025-03-02T02:01:58.905826Z,8
5258857,2025-03-02T02:01:58.905828Z,2025-03-02T02:01:58.905836Z,8
5258858,2025-03-02T02:01:58.905815Z,2025-03-02T02:01:58.905827Z,12
5258859,2025-03-02T02:02:10.781133Z,2025-03-02T02:02:10.781135Z,2
5258860,2025-03-02T02:02:10.781118Z,2025-03-02T02:02:10.781128Z,10
5258861,2025-03-02T02:02:10.781137Z,2025-03-02T02:02:10.781144Z,7
5258862,2025-03-02T02:02:10.781123Z,2025-03-02T02:02:10.781128Z,5
5258863,2025-03-02T02:02:10.781133Z,2025-03-02T02:02:10.781135Z,2
5258864,2025-03-02T02:02:10.781135Z,2025-03-02T02:02:10.781137Z,2
5258865,2025-03-02T02:02:10.781120Z,2025-03-02T02:02:10.781129Z,9
5258866,2025-03-02T02:02:17.079668Z,2025-03-02T02:02:17.079675Z,7
5258867,2025-03-02T02:02:17.079671Z,2025-03-02T02:02:17.079676Z,5
5258868,2025-03-02T02:02:17.079660Z,2025-03-02T02:02:17.079669Z,9
5258869,2025-03-02T02:02:23.307620Z,2025-03-02T02:02:23.307630Z,10
5258870,2025-03-02T02:02:23.307636Z,2025-03-02T02:02:23.307638Z,2
5258871,2025-03-02T02:02:23.307631Z,2025-03-02T02:02:23.307640Z,9
5258872,2025-03-02T02:02:23.307635Z,2025-03-02T02:02:23.307637Z,2
5258873,2025-03-02T02:02:23.307620Z,2025-03-02T02:02:23.307630Z,10
5258874,2025-03-02T02:02:28.927116Z,2025-03-02T02:02:28.927118Z,2
5258875,2025-03-02T02:02:28.927100Z,2025-03-02T02:02:28.927110Z,10
5258876,2025-03-02T02:02:28.927114Z,2025-03-02T02:02:28.927122Z,8
5258877,2025-03-02T02:02:28.927096Z,2025-03-02T02:02:28.927110Z,14
5258878,2025-03-02T02:02:35.121476Z,2025-03-02T02:02:35.121484Z,8
5258879,2025-03-02T02:02:35.121464Z,2025-03-02T02:02:35.121473Z,9
5258880,2025-03-02T02:02:35.121480Z,2025-03-02T02:02:35.121482Z,2
5258881,2025-03-02T02:02:35.121478Z,2025-03-02T02:02:35.121484Z,6
5258882,2025-03-02T02:02:35.121479Z,2025-03-02T02:02:35.121482Z,3
5258883,2025-03-02T02:02:35.121463Z,2025-03-02T02:02:35.121475Z,12
5258884,2025-03-02T02:02:40.785953Z,2025-03-02T02:02:40.785955Z,2
5258885,2025-03-02T02:02:40.785939Z,2025-03-02T02:02:40.785949Z,10
5258886,2025-03-02T02:02:40.785957Z,2025-03-02T02:02:40.785964Z,7
5258887,2025-03-02T02:02:40.785953Z,2025-03-02T02:02:40.785961Z,8
5258888,2025-03-02T02:02:40.785953Z,2025-03-02T02:02:40.785955Z,2
5258889,2025-03-02T02:02:40.785942Z,2025-03-02T02:02:40.785948Z,6
5258890,2025-03-02T02:02:53.231410Z,2025-03-02T02:02:53.231412Z,2
5258891,2025-03-02T02:02:53.231394Z,2025-03-02T02:02:53.231405Z,11
5258892,2025-03-02T02:02:53.231411Z,2025-03-02T02:02:53.231413Z,2
5258893,2025-03-02T02:02:53.231402Z,2025-03-02T02:02:53.231410Z,8
5258894,2025-03-02T02:02:53.231415Z,2025-03-02T02:02:53.231419Z,4
5258895,2025-03-02T02:02:53.231394Z,2025-03-02T02:02:53.231405Z,11
5258896,2025-03-02T02:02:59.309471Z,2025-03-02T02:02:59.309478Z,7
5258897,2025-03-02T02:03:05.176699Z,2025-03-02T02:03:05.176700Z,1
5258898,2025-03-02T02:03:05.176704Z,2025-03-02T02:03:05.176709Z,5
5258899,2025-03-02T02:03:05.176701Z,2025-03-02T02:03:05.176707Z,6
5258900,2025-03-02T02:03:05.176703Z,2025-03-02T02:03:05.176704Z,1
5258901,2025-03-02T02:03:05.176688Z,2025-03-02T02:03:05.176695Z,7
5258902,2025-03-02T02:03:05.176697Z,2025-03-02T02:03:05.176698Z,1
5258903,2025-03-02T02:03:05.176712Z,2025-03-02T02:03:05.176720Z,8
5258904,2025-03-02T02:03:05.176705Z,2025-03-02T02:03:05.176712Z,7
5258905,2025-03-02T02:03:05.176700Z,2025-03-02T02:03:05.176702Z,2
5258906,2025-03-02T02:03:05.176685Z,2025-03-02T02:03:05.176692Z,7
5258907,2025-03-02T02:03:10.738333Z,2025-03-02T02:03:10.738341Z,8
5258908,2025-03-02T02:03:17.021222Z,2025-03-02T02:03:17.021224Z,2
5258909,2025-03-02T02:03:17.021206Z,2025-03-02T02:03:17.021217Z,11
5258910,2025-03-02T02:03:17.021217Z,2025-03-02T02:03:17.021225Z,8
5258911,2025-03-02T02:03:17.021221Z,2025-03-02T02:03:17.021224Z,3
5258912,2025-03-02T02:03:17.021206Z,2025-03-02T02:03:17.021216Z,10
5258913,2025-03-02T02:03:23.313130Z,2025-03-02T02:03:23.313145Z,15
5258914,2025-03-02T02:03:23.313145Z,2025-03-02T02:03:23.313151Z,6
5258915,2025-03-02T02:03:23.313145Z,2025-03-02T02:03:23.313151Z,6
5258916,2025-03-02T02:03:23.313147Z,2025-03-02T02:03:23.313148Z,1
5258917,2025-03-02T02:03:23.313130Z,2025-03-02T02:03:23.313142Z,12
5258918,2025-03-02T02:03:29.003471Z,2025-03-02T02:03:29.003480Z,9
5258919,2025-03-02T02:03:29.003476Z,2025-03-02T02:03:29.003480Z,4
5258920,2025-03-02T02:03:29.003468Z,2025-03-02T02:03:29.003479Z,11
5258921,2025-03-02T02:03:35.219017Z,2025-03-02T02:03:35.219018Z,1
5258922,2025-03-02T02:03:35.219004Z,2025-03-02T02:03:35.219012Z,8
5258923,2025-03-02T02:03:35.219016Z,2025-03-02T02:03:35.219025Z,9
5258924,2025-03-02T02:03:35.219016Z,2025-03-02T02:03:35.219017Z,1
5258925,2025-03-02T02:03:35.219002Z,2025-03-02T02:03:35.219011Z,9
5258926,2025-03-02T02:03:40.802156Z,2025-03-02T02:03:40.802163Z,7
5258927,2025-03-02T02:03:40.802141Z,2025-03-02T02:03:40.802151Z,10
5258928,2025-03-02T02:03:40.802162Z,2025-03-02T02:03:40.802166Z,4
5258929,2025-03-02T02:03:40.802152Z,2025-03-02T02:03:40.802160Z,8
5258930,2025-03-02T02:03:40.802156Z,2025-03-02T02:03:40.802158Z,2
5258931,2025-03-02T02:03:40.802157Z,2025-03-02T02:03:40.802159Z,2
5258932,2025-03-02T02:03:40.802141Z,2025-03-02T02:03:40.802151Z,10
5258933,2025-03-02T02:03:46.992168Z,2025-03-02T02:03:46.992175Z,7
5258934,2025-03-02T02:04:05.359157Z,2025-03-02T02:04:05.359159Z,2
5258935,2025-03-02T02:04:05.359145Z,2025-03-02T02:04:05.359153Z,8
5258936,2025-03-02T02:04:05.359152Z,2025-03-02T02:04:05.359159Z,7
5258937,2025-03-02T02:04:05.359157Z,2025-03-02T02:04:05.359158Z,1
5258938,2025-03-02T02:04:05.359143Z,2025-03-02T02:04:05.359151Z,8
5258939,2025-03-02T02:04:10.929877Z,2025-03-02T02:04:10.929885Z,8
5258940,2025-03-02T02:04:10.929893Z,2025-03-02T02:04:10.929894Z,1
5258941,2025-03-02T02:04:10.929893Z,2025-03-02T02:04:10.929895Z,2
5258942,2025-03-02T02:04:10.929884Z,2025-03-02T02:04:10.929889Z,5
5258943,2025-03-02T02:04:10.929896Z,2025-03-02T02:04:10.929900Z,4
5258944,2025-03-02T02:04:10.929891Z,2025-03-02T02:04:10.929892Z,1
5258945,2025-03-02T02:04:10.929880Z,2025-03-02T02:04:10.929888Z,8
5258946,2025-03-02T02:04:17.193850Z,2025-03-02T02:04:17.193857Z,7
5258947,2025-03-02T02:04:17.193863Z,2025-03-02T02:04:17.193864Z,1
5258948,2025-03-02T02:04:17.193861Z,2025-03-02T02:04:17.193870Z,9
5258949,2025-03-02T02:04:17.193860Z,2025-03-02T02:04:17.193862Z,2
5258950,2025-03-02T02:04:17.193864Z,2025-03-02T02:04:17.193865Z,1
5258951,2025-03-02T02:04:17.193848Z,2025-03-02T02:04:17.193856Z,8
5258952,2025-03-02T02:04:23.344748Z,2025-03-02T02:04:23.344757Z,9
5258953,2025-03-02T02:04:28.968879Z,2025-03-02T02:04:28.968893Z,14
5258954,2025-03-02T02:04:28.968897Z,2025-03-02T02:04:28.968904Z,7
5258955,2025-03-02T02:04:28.968900Z,2025-03-02T02:04:28.968901Z,1
5258956,2025-03-02T02:04:28.968887Z,2025-03-02T02:04:28.968893Z,6
5258957,2025-03-02T02:04:28.968900Z,2025-03-02T02:04:28.968902Z,2
5258958,2025-03-02T02:04:28.968897Z,2025-03-02T02:04:28.968902Z,5
5258959,2025-03-02T02:04:28.968900Z,2025-03-02T02:04:28.968904Z,4
5258960,2025-03-02T02:04:28.968880Z,2025-03-02T02:04:28.968897Z,17
5258961,2025-03-02T02:04:35.167943Z,2025-03-02T02:04:35.167951Z,8
5258962,2025-03-02T02:04:35.167943Z,2025-03-02T02:04:35.167950Z,7
5258963,2025-03-02T02:04:35.167936Z,2025-03-02T02:04:35.167946Z,10
5258964,2025-03-02T02:04:41.422323Z,2025-03-02T02:04:41.422327Z,4
5258965,2025-03-02T02:04:41.422319Z,2025-03-02T02:04:41.422327Z,8
5258966,2025-03-02T02:04:41.422330Z,2025-03-02T02:04:41.422340Z,10
5258967,2025-03-02T02:04:41.422317Z,2025-03-02T02:04:41.422326Z,9
5258968,2025-03-02T02:04:47.044505Z,2025-03-02T02:04:47.044513Z,8
5258969,2025-03-02T02:04:47.044502Z,2025-03-02T02:04:47.044509Z,7
5258970,2025-03-02T02:04:53.380075Z,2025-03-02T02:04:53.380084Z,9
5258971,2025-03-02T02:04:53.380090Z,2025-03-02T02:04:53.380094Z,4
5258972,2025-03-02T02:04:53.380091Z,2025-03-02T02:04:53.380093Z,2
5258973,2025-03-02T02:04:53.380082Z,2025-03-02T02:04:53.380089Z,7
5258974,2025-03-02T02:04:53.380092Z,2025-03-02T02:04:53.380094Z,2
5258975,2025-03-02T02:04:53.380093Z,2025-03-02T02:04:53.380094Z,1
5258976,2025-03-02T02:04:53.380079Z,2025-03-02T02:04:53.380087Z,8
5258977,2025-03-02T02:04:59.008607Z,2025-03-02T02:04:59.008614Z,7
5258978,2025-03-02T02:04:59.008608Z,2025-03-02T02:04:59.008611Z,3
5258979,2025-03-02T02:04:59.008598Z,2025-03-02T02:04:59.008606Z,8
5258980,2025-03-02T02:04:59.008616Z,2025-03-02T02:04:59.008618Z,2
5258981,2025-03-02T02:04:59.008615Z,2025-03-02T02:04:59.008621Z,6
5258982,2025-03-02T02:04:59.008612Z,2025-03-02T02:04:59.008614Z,2
5258983,2025-03-02T02:04:59.008614Z,2025-03-02T02:04:59.008616Z,2
5258984,2025-03-02T02:04:59.008599Z,2025-03-02T02:04:59.008618Z,19
5258985,2025-03-02T02:05:11.105339Z,2025-03-02T02:05:11.105340Z,1
5258986,2025-03-02T02:05:11.105313Z,2025-03-02T02:05:11.105344Z,31
5258987,2025-03-02T02:05:11.105330Z,2025-03-02T02:05:11.105337Z,7
5258988,2025-03-02T02:05:11.105320Z,2025-03-02T02:05:11.105333Z,13
5258989,2025-03-02T02:05:11.105333Z,2025-03-02T02:05:11.105337Z,4
5258990,2025-03-02T02:05:11.105334Z,2025-03-02T02:05:11.105335Z,1
5258991,2025-03-02T02:05:11.105313Z,2025-03-02T02:05:11.105329Z,16
5258992,2025-03-02T02:05:17.324660Z,2025-03-02T02:05:17.324667Z,7
5258993,2025-03-02T02:05:23.061594Z,2025-03-02T02:05:23.061600Z,6
5258994,2025-03-02T02:05:23.061605Z,2025-03-02T02:05:23.061606Z,1
5258995,2025-03-02T02:05:23.061602Z,2025-03-02T02:05:23.061610Z,8
5258996,2025-03-02T02:05:23.061603Z,2025-03-02T02:05:23.061604Z,1
5258997,2025-03-02T02:05:23.061605Z,2025-03-02T02:05:23.061613Z,8
5258998,2025-03-02T02:05:23.061591Z,2025-03-02T02:05:23.061598Z,7
5258999,2025-03-02T02:05:23.212751Z,2025-03-02T02:05:23.212758Z,7
5259000,2025-03-02T02:05:23.369310Z,2025-03-02T02:05:23.369318Z,8
5259001,2025-03-02T02:05:23.369320Z,2025-03-02T02:05:23.369328Z,8
5259002,2025-03-02T02:05:23.369309Z,2025-03-02T02:05:23.369319Z,10
5259003,2025-03-02T02:05:35.129312Z,2025-03-02T02:05:35.129322Z,10
5259004,2025-03-02T02:05:41.410026Z,2025-03-02T02:05:41.410036Z,10
5259005,2025-03-02T02:05:41.410026Z,2025-03-02T02:05:41.410037Z,11
5259006,2025-03-02T02:05:41.410043Z,2025-03-02T02:05:41.410046Z,3
5259007,2025-03-02T02:05:41.410035Z,2025-03-02T02:05:41.410039Z,4
5259008,2025-03-02T02:05:41.410043Z,2025-03-02T02:05:41.410046Z,3
5259009,2025-03-02T02:05:41.410044Z,2025-03-02T02:05:41.410047Z,3
5259010,2025-03-02T02:05:41.410027Z,2025-03-02T02:05:41.410039Z,12
5259011,2025-03-02T02:05:47.075505Z,2025-03-02T02:05:47.075516Z,11
5259012,2025-03-02T02:05:53.353331Z,2025-03-02T02:05:53.353334Z,3
5259013,2025-03-02T02:05:53.353324Z,2025-03-02T02:05:53.353333Z,9
5259014,2025-03-02T02:05:53.353337Z,2025-03-02T02:05:53.353339Z,2
5259015,2025-03-02T02:05:53.353324Z,2025-03-02T02:05:53.353332Z,8
5259016,2025-03-02T02:05:53.353347Z,2025-03-02T02:05:53.353352Z,5
5259017,2025-03-02T02:05:53.353339Z,2025-03-02T02:05:53.353342Z,3
5259018,2025-03-02T02:05:53.353339Z,2025-03-02T02:05:53.353341Z,2
5259019,2025-03-02T02:05:53.353332Z,2025-03-02T02:05:53.353341Z,9
5259020,2025-03-02T02:05:59.003272Z,2025-03-02T02:05:59.003283Z,11
