TxSeq,StratTime,EndTime,TimeUse(us)
1476932,2025-03-02T16:45:12.133823Z,2025-03-02T16:45:12.133842Z,19
1476933,2025-03-02T16:45:24.384747Z,2025-03-02T16:45:24.384754Z,7
1476934,2025-03-02T16:45:24.384698Z,2025-03-02T16:45:24.384729Z,31
1476935,2025-03-02T16:45:29.509890Z,2025-03-02T16:45:29.509896Z,6
1476936,2025-03-02T16:45:29.509906Z,2025-03-02T16:45:29.509919Z,13
1476937,2025-03-02T16:45:29.509854Z,2025-03-02T16:45:29.509873Z,19
1476938,2025-03-02T16:45:36.038430Z,2025-03-02T16:45:36.038438Z,8
1476939,2025-03-02T16:45:36.038448Z,2025-03-02T16:45:36.038453Z,5
1476940,2025-03-02T16:45:36.038388Z,2025-03-02T16:45:36.038413Z,25
1476941,2025-03-02T16:45:42.451599Z,2025-03-02T16:45:42.451605Z,6
1476942,2025-03-02T16:45:42.451614Z,2025-03-02T16:45:42.451619Z,5
1476943,2025-03-02T16:45:42.451560Z,2025-03-02T16:45:42.451584Z,24
1476944,2025-03-02T16:46:05.987505Z,2025-03-02T16:46:05.987528Z,23
1476945,2025-03-02T16:46:12.086186Z,2025-03-02T16:46:12.086193Z,7
1476946,2025-03-02T16:46:12.086202Z,2025-03-02T16:46:12.086207Z,5
1476947,2025-03-02T16:46:12.086226Z,2025-03-02T16:46:12.086231Z,5
1476948,2025-03-02T16:46:12.086141Z,2025-03-02T16:46:12.086169Z,28
1476949,2025-03-02T16:46:29.892402Z,2025-03-02T16:46:29.892409Z,7
1476950,2025-03-02T16:46:29.892419Z,2025-03-02T16:46:29.892424Z,5
1476951,2025-03-02T16:46:29.892431Z,2025-03-02T16:46:29.892437Z,6
1476952,2025-03-02T16:46:29.892348Z,2025-03-02T16:46:29.892380Z,32
1476953,2025-03-02T16:46:36.097558Z,2025-03-02T16:46:36.097578Z,20
1476954,2025-03-02T16:46:41.951571Z,2025-03-02T16:46:41.951577Z,6
1476955,2025-03-02T16:46:41.951524Z,2025-03-02T16:46:41.951551Z,27
1476956,2025-03-02T16:46:48.039687Z,2025-03-02T16:46:48.039694Z,7
1476957,2025-03-02T16:46:48.039703Z,2025-03-02T16:46:48.039708Z,5
1476958,2025-03-02T16:46:48.039643Z,2025-03-02T16:46:48.039668Z,25
1476959,2025-03-02T16:47:24.230277Z,2025-03-02T16:47:24.230285Z,8
1476960,2025-03-02T16:47:24.230227Z,2025-03-02T16:47:24.230257Z,30
1476961,2025-03-02T16:47:30.183401Z,2025-03-02T16:47:30.183425Z,24
1476962,2025-03-02T16:47:30.211679Z,2025-03-02T16:47:30.211709Z,30
1476963,2025-03-02T16:47:30.179752Z,2025-03-02T16:47:30.179773Z,21
1476964,2025-03-02T16:47:38.065186Z,2025-03-02T16:47:38.065193Z,7
1476965,2025-03-02T16:47:38.065140Z,2025-03-02T16:47:38.065166Z,26
1476966,2025-03-02T16:47:46.606481Z,2025-03-02T16:47:46.606488Z,7
1476967,2025-03-02T16:47:46.615302Z,2025-03-02T16:47:46.615319Z,17
1476968,2025-03-02T16:47:46.721840Z,2025-03-02T16:47:46.721877Z,37
1476969,2025-03-02T16:47:46.606424Z,2025-03-02T16:47:46.606446Z,22
1476970,2025-03-02T16:47:50.579434Z,2025-03-02T16:47:50.579464Z,30
1476971,2025-03-02T16:47:50.508636Z,2025-03-02T16:47:50.508656Z,20
1476972,2025-03-02T16:48:01.710840Z,2025-03-02T16:48:01.710846Z,6
1476973,2025-03-02T16:48:01.710797Z,2025-03-02T16:48:01.710822Z,25
1476974,2025-03-02T16:48:07.092815Z,2025-03-02T16:48:07.092837Z,22
1476975,2025-03-02T16:48:12.097471Z,2025-03-02T16:48:12.097478Z,7
1476976,2025-03-02T16:48:12.097408Z,2025-03-02T16:48:12.097434Z,26
1476977,2025-03-02T16:48:18.398748Z,2025-03-02T16:48:18.398773Z,25
1476978,2025-03-02T16:48:30.453199Z,2025-03-02T16:48:30.453208Z,9
1476979,2025-03-02T16:48:30.453150Z,2025-03-02T16:48:30.453176Z,26
1476980,2025-03-02T16:48:43.081514Z,2025-03-02T16:48:43.081521Z,7
1476981,2025-03-02T16:48:43.081532Z,2025-03-02T16:48:43.081537Z,5
1476982,2025-03-02T16:48:43.077828Z,2025-03-02T16:48:43.081490Z,3662
1476983,2025-03-02T16:48:49.006404Z,2025-03-02T16:48:49.006459Z,55
1476984,2025-03-02T16:48:54.913107Z,2025-03-02T16:48:54.913129Z,22
1476985,2025-03-02T16:48:59.790515Z,2025-03-02T16:48:59.790536Z,21
1476986,2025-03-02T16:49:11.770904Z,2025-03-02T16:49:11.770933Z,29
1476987,2025-03-02T16:49:24.679017Z,2025-03-02T16:49:24.679024Z,7
1476988,2025-03-02T16:49:24.679034Z,2025-03-02T16:49:24.679039Z,5
1476989,2025-03-02T16:49:24.678975Z,2025-03-02T16:49:24.678998Z,23
1476990,2025-03-02T16:49:29.759037Z,2025-03-02T16:49:29.759043Z,6
1476991,2025-03-02T16:49:29.759053Z,2025-03-02T16:49:29.759058Z,5
1476992,2025-03-02T16:49:29.758999Z,2025-03-02T16:49:29.759020Z,21
1476993,2025-03-02T16:49:36.205211Z,2025-03-02T16:49:36.205218Z,7
1476994,2025-03-02T16:49:36.205151Z,2025-03-02T16:49:36.205177Z,26
1476995,2025-03-02T16:49:48.609747Z,2025-03-02T16:49:48.609767Z,20
1476996,2025-03-02T16:49:56.450310Z,2025-03-02T16:49:56.450330Z,20
1476997,2025-03-02T16:49:56.450256Z,2025-03-02T16:49:56.450274Z,18
1476998,2025-03-02T16:49:56.699553Z,2025-03-02T16:49:56.699575Z,22
1476999,2025-03-02T16:50:06.317687Z,2025-03-02T16:50:06.317693Z,6
1477000,2025-03-02T16:50:06.317644Z,2025-03-02T16:50:06.317668Z,24
1477001,2025-03-02T16:50:12.243868Z,2025-03-02T16:50:12.243875Z,7
1477002,2025-03-02T16:50:12.243813Z,2025-03-02T16:50:12.243835Z,22
1477003,2025-03-02T16:50:29.613424Z,2025-03-02T16:50:29.613430Z,6
1477004,2025-03-02T16:50:29.613385Z,2025-03-02T16:50:29.613405Z,20
1477005,2025-03-02T16:51:00.445533Z,2025-03-02T16:51:00.445540Z,7
1477006,2025-03-02T16:51:00.447197Z,2025-03-02T16:51:00.447209Z,12
1477007,2025-03-02T16:51:00.445473Z,2025-03-02T16:51:00.445498Z,25
1477008,2025-03-02T16:51:12.365173Z,2025-03-02T16:51:12.365200Z,27
1477009,2025-03-02T16:51:12.368627Z,2025-03-02T16:51:12.368634Z,7
1477010,2025-03-02T16:51:12.368644Z,2025-03-02T16:51:12.368649Z,5
1477011,2025-03-02T16:51:12.368592Z,2025-03-02T16:51:12.368609Z,17
1477012,2025-03-02T16:51:17.891511Z,2025-03-02T16:51:17.891537Z,26
1477013,2025-03-02T16:51:30.062827Z,2025-03-02T16:51:30.062833Z,6
1477014,2025-03-02T16:51:30.062842Z,2025-03-02T16:51:30.062847Z,5
1477015,2025-03-02T16:51:30.062773Z,2025-03-02T16:51:30.062788Z,15
1477016,2025-03-02T16:51:36.675175Z,2025-03-02T16:51:36.675208Z,33
1477017,2025-03-02T16:51:43.469891Z,2025-03-02T16:51:43.469898Z,7
1477018,2025-03-02T16:51:43.469914Z,2025-03-02T16:51:43.469919Z,5
1477019,2025-03-02T16:51:43.469845Z,2025-03-02T16:51:43.469866Z,21
1477020,2025-03-02T16:51:48.968695Z,2025-03-02T16:51:48.968704Z,9
1477021,2025-03-02T16:51:48.968730Z,2025-03-02T16:51:48.968737Z,7
1477022,2025-03-02T16:51:48.968746Z,2025-03-02T16:51:48.968751Z,5
1477023,2025-03-02T16:51:48.968759Z,2025-03-02T16:51:48.968764Z,5
1477024,2025-03-02T16:51:48.968771Z,2025-03-02T16:51:48.968776Z,5
1477025,2025-03-02T16:51:48.968783Z,2025-03-02T16:51:48.968788Z,5
1477026,2025-03-02T16:51:48.968479Z,2025-03-02T16:51:48.968504Z,25
1477027,2025-03-02T16:52:00.408459Z,2025-03-02T16:52:00.408466Z,7
1477028,2025-03-02T16:52:00.408476Z,2025-03-02T16:52:00.408481Z,5
1477029,2025-03-02T16:52:00.408489Z,2025-03-02T16:52:00.408494Z,5
1477030,2025-03-02T16:52:00.408396Z,2025-03-02T16:52:00.408421Z,25
1477031,2025-03-02T16:52:12.461475Z,2025-03-02T16:52:12.461482Z,7
1477032,2025-03-02T16:52:12.461491Z,2025-03-02T16:52:12.461496Z,5
1477033,2025-03-02T16:52:12.461430Z,2025-03-02T16:52:12.461456Z,26
1477034,2025-03-02T16:52:18.230176Z,2025-03-02T16:52:18.230183Z,7
1477035,2025-03-02T16:52:18.230136Z,2025-03-02T16:52:18.230159Z,23
1477036,2025-03-02T16:52:36.877442Z,2025-03-02T16:52:36.877470Z,28
1477037,2025-03-02T16:52:36.869262Z,2025-03-02T16:52:36.869283Z,21
1477038,2025-03-02T16:52:42.350269Z,2025-03-02T16:52:42.350299Z,30
1477039,2025-03-02T16:52:42.237524Z,2025-03-02T16:52:42.237546Z,22
1477040,2025-03-02T16:52:49.137111Z,2025-03-02T16:52:49.137117Z,6
1477041,2025-03-02T16:52:49.137072Z,2025-03-02T16:52:49.137094Z,22
1477042,2025-03-02T16:53:05.975377Z,2025-03-02T16:53:05.975384Z,7
1477043,2025-03-02T16:53:05.975337Z,2025-03-02T16:53:05.975361Z,24
1477044,2025-03-02T16:53:18.091495Z,2025-03-02T16:53:18.091502Z,7
1477045,2025-03-02T16:53:18.091511Z,2025-03-02T16:53:18.091517Z,6
1477046,2025-03-02T16:53:18.091445Z,2025-03-02T16:53:18.091475Z,30
1477047,2025-03-02T16:53:23.976541Z,2025-03-02T16:53:23.976548Z,7
1477048,2025-03-02T16:53:23.976495Z,2025-03-02T16:53:23.976516Z,21
1477049,2025-03-02T16:53:29.989016Z,2025-03-02T16:53:29.989024Z,8
1477050,2025-03-02T16:53:29.988971Z,2025-03-02T16:53:29.988990Z,19
1477051,2025-03-02T16:53:37.667381Z,2025-03-02T16:53:37.667387Z,6
1477052,2025-03-02T16:53:37.667397Z,2025-03-02T16:53:37.667402Z,5
1477053,2025-03-02T16:53:37.667410Z,2025-03-02T16:53:37.667415Z,5
1477054,2025-03-02T16:53:37.667339Z,2025-03-02T16:53:37.667363Z,24
1477055,2025-03-02T16:53:43.133609Z,2025-03-02T16:53:43.133616Z,7
1477056,2025-03-02T16:53:43.133626Z,2025-03-02T16:53:43.133631Z,5
1477057,2025-03-02T16:53:43.133566Z,2025-03-02T16:53:43.133590Z,24
1477058,2025-03-02T16:53:53.956341Z,2025-03-02T16:53:53.956347Z,6
1477059,2025-03-02T16:53:53.956275Z,2025-03-02T16:53:53.956321Z,46
1477060,2025-03-02T16:54:00.175300Z,2025-03-02T16:54:00.175306Z,6
1477061,2025-03-02T16:54:00.175324Z,2025-03-02T16:54:00.175331Z,7
1477062,2025-03-02T16:54:00.175243Z,2025-03-02T16:54:00.175274Z,31
1477063,2025-03-02T16:54:12.214576Z,2025-03-02T16:54:12.214583Z,7
1477064,2025-03-02T16:54:12.214592Z,2025-03-02T16:54:12.214597Z,5
1477065,2025-03-02T16:54:12.214605Z,2025-03-02T16:54:12.214610Z,5
1477066,2025-03-02T16:54:12.214534Z,2025-03-02T16:54:12.214559Z,25
1477067,2025-03-02T16:54:18.692501Z,2025-03-02T16:54:18.692522Z,21
1477068,2025-03-02T16:54:35.863127Z,2025-03-02T16:54:35.863154Z,27
1477069,2025-03-02T16:54:43.643014Z,2025-03-02T16:54:43.643021Z,7
1477070,2025-03-02T16:54:43.643038Z,2025-03-02T16:54:43.643043Z,5
1477071,2025-03-02T16:54:43.691816Z,2025-03-02T16:54:43.691846Z,30
1477072,2025-03-02T16:54:43.691867Z,2025-03-02T16:54:43.691873Z,6
1477073,2025-03-02T16:54:43.642958Z,2025-03-02T16:54:43.642984Z,26
1477074,2025-03-02T16:54:54.853372Z,2025-03-02T16:54:54.853379Z,7
1477075,2025-03-02T16:54:54.853388Z,2025-03-02T16:54:54.853393Z,5
1477076,2025-03-02T16:54:54.853403Z,2025-03-02T16:54:54.853408Z,5
1477077,2025-03-02T16:54:54.853415Z,2025-03-02T16:54:54.853420Z,5
1477078,2025-03-02T16:54:54.853307Z,2025-03-02T16:54:54.853337Z,30
1477079,2025-03-02T16:55:01.074420Z,2025-03-02T16:55:01.074427Z,7
1477080,2025-03-02T16:55:01.074436Z,2025-03-02T16:55:01.074441Z,5
1477081,2025-03-02T16:55:01.074373Z,2025-03-02T16:55:01.074402Z,29
1477082,2025-03-02T16:55:06.275180Z,2025-03-02T16:55:06.275187Z,7
1477083,2025-03-02T16:55:06.275195Z,2025-03-02T16:55:06.275200Z,5
1477084,2025-03-02T16:55:06.275209Z,2025-03-02T16:55:06.275214Z,5
1477085,2025-03-02T16:55:06.275144Z,2025-03-02T16:55:06.275165Z,21
1477086,2025-03-02T16:55:12.339430Z,2025-03-02T16:55:12.339437Z,7
1477087,2025-03-02T16:55:12.339445Z,2025-03-02T16:55:12.339450Z,5
1477088,2025-03-02T16:55:12.339379Z,2025-03-02T16:55:12.339411Z,32
1477089,2025-03-02T16:55:30.175448Z,2025-03-02T16:55:30.175455Z,7
1477090,2025-03-02T16:55:30.175465Z,2025-03-02T16:55:30.175470Z,5
1477091,2025-03-02T16:55:30.175478Z,2025-03-02T16:55:30.175483Z,5
1477092,2025-03-02T16:55:30.175491Z,2025-03-02T16:55:30.175496Z,5
1477093,2025-03-02T16:55:30.175503Z,2025-03-02T16:55:30.175508Z,5
1477094,2025-03-02T16:55:30.175407Z,2025-03-02T16:55:30.175429Z,22
1477095,2025-03-02T16:55:30.463466Z,2025-03-02T16:55:30.463472Z,6
1477096,2025-03-02T16:55:30.463417Z,2025-03-02T16:55:30.463446Z,29
1477097,2025-03-02T16:55:49.301946Z,2025-03-02T16:55:49.301979Z,33
1477098,2025-03-02T16:56:00.105412Z,2025-03-02T16:56:00.105419Z,7
1477099,2025-03-02T16:56:00.105427Z,2025-03-02T16:56:00.105433Z,6
1477100,2025-03-02T16:56:00.105374Z,2025-03-02T16:56:00.105395Z,21
1477101,2025-03-02T16:56:06.049571Z,2025-03-02T16:56:06.049577Z,6
1477102,2025-03-02T16:56:06.049521Z,2025-03-02T16:56:06.049550Z,29
1477103,2025-03-02T16:56:06.049590Z,2025-03-02T16:56:06.049594Z,4
1477104,2025-03-02T16:56:06.049608Z,2025-03-02T16:56:06.049614Z,6
1477105,2025-03-02T16:56:06.047896Z,2025-03-02T16:56:06.047916Z,20
1477106,2025-03-02T16:56:24.109883Z,2025-03-02T16:56:24.109890Z,7
1477107,2025-03-02T16:56:24.109899Z,2025-03-02T16:56:24.109904Z,5
1477108,2025-03-02T16:56:24.109836Z,2025-03-02T16:56:24.109862Z,26
1477109,2025-03-02T16:56:42.515423Z,2025-03-02T16:56:42.515445Z,22
1477110,2025-03-02T16:56:54.681392Z,2025-03-02T16:56:54.681415Z,23
1477111,2025-03-02T16:56:54.917202Z,2025-03-02T16:56:54.917208Z,6
1477112,2025-03-02T16:56:54.917216Z,2025-03-02T16:56:54.917222Z,6
1477113,2025-03-02T16:56:54.917159Z,2025-03-02T16:56:54.917185Z,26
1477114,2025-03-02T16:57:05.920994Z,2025-03-02T16:57:05.921000Z,6
1477115,2025-03-02T16:57:05.920955Z,2025-03-02T16:57:05.920976Z,21
1477116,2025-03-02T16:57:30.911362Z,2025-03-02T16:57:30.911376Z,14
1477117,2025-03-02T16:57:30.911402Z,2025-03-02T16:57:30.911408Z,6
1477118,2025-03-02T16:57:30.919267Z,2025-03-02T16:57:30.919273Z,6
1477119,2025-03-02T16:57:30.919226Z,2025-03-02T16:57:30.919251Z,25
1477120,2025-03-02T16:57:30.919380Z,2025-03-02T16:57:30.919402Z,22
1477121,2025-03-02T16:57:30.910670Z,2025-03-02T16:57:30.910692Z,22
1477122,2025-03-02T16:57:44.270792Z,2025-03-02T16:57:44.270807Z,15
1477123,2025-03-02T16:57:44.270841Z,2025-03-02T16:57:44.270847Z,6
1477124,2025-03-02T16:57:44.269600Z,2025-03-02T16:57:44.269620Z,20
1477125,2025-03-02T16:57:49.152244Z,2025-03-02T16:57:49.152251Z,7
1477126,2025-03-02T16:57:49.152189Z,2025-03-02T16:57:49.152213Z,24
1477127,2025-03-02T16:57:55.350450Z,2025-03-02T16:57:55.350483Z,33
1477128,2025-03-02T16:58:12.576881Z,2025-03-02T16:58:12.576906Z,25
1477129,2025-03-02T16:58:18.398942Z,2025-03-02T16:58:18.398949Z,7
1477130,2025-03-02T16:58:18.398902Z,2025-03-02T16:58:18.398924Z,22
1477131,2025-03-02T16:58:24.791105Z,2025-03-02T16:58:24.791111Z,6
1477132,2025-03-02T16:58:24.791121Z,2025-03-02T16:58:24.791126Z,5
1477133,2025-03-02T16:58:24.791134Z,2025-03-02T16:58:24.791140Z,6
1477134,2025-03-02T16:58:24.791149Z,2025-03-02T16:58:24.791154Z,5
1477135,2025-03-02T16:58:24.791162Z,2025-03-02T16:58:24.791167Z,5
1477136,2025-03-02T16:58:24.791175Z,2025-03-02T16:58:24.791179Z,4
1477137,2025-03-02T16:58:24.791067Z,2025-03-02T16:58:24.791089Z,22
1477138,2025-03-02T16:58:30.604353Z,2025-03-02T16:58:30.604377Z,24
1477139,2025-03-02T16:58:46.827454Z,2025-03-02T16:58:46.827460Z,6
1477140,2025-03-02T16:58:46.827469Z,2025-03-02T16:58:46.827474Z,5
1477141,2025-03-02T16:58:46.827411Z,2025-03-02T16:58:46.827436Z,25
1477142,2025-03-02T16:58:55.610014Z,2025-03-02T16:58:55.610020Z,6
1477143,2025-03-02T16:58:55.609967Z,2025-03-02T16:58:55.609988Z,21
1477144,2025-03-02T16:59:00.777355Z,2025-03-02T16:59:00.777383Z,28
1477145,2025-03-02T16:59:00.777398Z,2025-03-02T16:59:00.777404Z,6
1477146,2025-03-02T16:59:00.777413Z,2025-03-02T16:59:00.777418Z,5
1477147,2025-03-02T16:59:00.744347Z,2025-03-02T16:59:00.744374Z,27
1477148,2025-03-02T16:59:07.483747Z,2025-03-02T16:59:07.483753Z,6
1477149,2025-03-02T16:59:07.483688Z,2025-03-02T16:59:07.483710Z,22
1477150,2025-03-02T16:59:18.811557Z,2025-03-02T16:59:18.811580Z,23
1477151,2025-03-02T16:59:29.729176Z,2025-03-02T16:59:29.729196Z,20
1477152,2025-03-02T16:59:36.542022Z,2025-03-02T16:59:36.542029Z,7
1477153,2025-03-02T16:59:36.542222Z,2025-03-02T16:59:36.542255Z,33
1477154,2025-03-02T16:59:36.541972Z,2025-03-02T16:59:36.541997Z,25
1477155,2025-03-02T16:59:54.567660Z,2025-03-02T16:59:54.567668Z,8
1477156,2025-03-02T16:59:54.567417Z,2025-03-02T16:59:54.567439Z,22
1477157,2025-03-02T17:00:06.112961Z,2025-03-02T17:00:06.112967Z,6
1477158,2025-03-02T17:00:06.112977Z,2025-03-02T17:00:06.112982Z,5
1477159,2025-03-02T17:00:06.112989Z,2025-03-02T17:00:06.112994Z,5
1477160,2025-03-02T17:00:06.113002Z,2025-03-02T17:00:06.113007Z,5
1477161,2025-03-02T17:00:06.112911Z,2025-03-02T17:00:06.112939Z,28
1477162,2025-03-02T17:00:11.971364Z,2025-03-02T17:00:11.971390Z,26
1477163,2025-03-02T17:00:18.290116Z,2025-03-02T17:00:18.290122Z,6
1477164,2025-03-02T17:00:18.290076Z,2025-03-02T17:00:18.290097Z,21
1477165,2025-03-02T17:00:35.941798Z,2025-03-02T17:00:35.941818Z,20
1477166,2025-03-02T17:00:42.729624Z,2025-03-02T17:00:42.729631Z,7
1477167,2025-03-02T17:00:42.729641Z,2025-03-02T17:00:42.729646Z,5
1477168,2025-03-02T17:00:42.729654Z,2025-03-02T17:00:42.729659Z,5
1477169,2025-03-02T17:00:42.729584Z,2025-03-02T17:00:42.729607Z,23
1477170,2025-03-02T17:00:48.572233Z,2025-03-02T17:00:48.572239Z,6
1477171,2025-03-02T17:00:48.572248Z,2025-03-02T17:00:48.572253Z,5
1477172,2025-03-02T17:00:48.572261Z,2025-03-02T17:00:48.572266Z,5
1477173,2025-03-02T17:00:48.572274Z,2025-03-02T17:00:48.572279Z,5
1477174,2025-03-02T17:00:48.572286Z,2025-03-02T17:00:48.572291Z,5
1477175,2025-03-02T17:00:48.572196Z,2025-03-02T17:00:48.572216Z,20
1477176,2025-03-02T17:01:06.460009Z,2025-03-02T17:01:06.460016Z,7
1477177,2025-03-02T17:01:06.459960Z,2025-03-02T17:01:06.459989Z,29
1477178,2025-03-02T17:01:12.202701Z,2025-03-02T17:01:12.202723Z,22
1477179,2025-03-02T17:01:24.067419Z,2025-03-02T17:01:24.067426Z,7
1477180,2025-03-02T17:01:24.067435Z,2025-03-02T17:01:24.067440Z,5
1477181,2025-03-02T17:01:24.067448Z,2025-03-02T17:01:24.067453Z,5
1477182,2025-03-02T17:01:24.067460Z,2025-03-02T17:01:24.067465Z,5
1477183,2025-03-02T17:01:24.067472Z,2025-03-02T17:01:24.067477Z,5
1477184,2025-03-02T17:01:24.067381Z,2025-03-02T17:01:24.067401Z,20
1477185,2025-03-02T17:01:36.442462Z,2025-03-02T17:01:36.442486Z,24
1477186,2025-03-02T17:01:43.184081Z,2025-03-02T17:01:43.184087Z,6
1477187,2025-03-02T17:01:43.184039Z,2025-03-02T17:01:43.184063Z,24
1477188,2025-03-02T17:01:48.211591Z,2025-03-02T17:01:48.211612Z,21
1477189,2025-03-02T17:01:54.005608Z,2025-03-02T17:01:54.005636Z,28
1477190,2025-03-02T17:02:06.240622Z,2025-03-02T17:02:06.240629Z,7
1477191,2025-03-02T17:02:06.240570Z,2025-03-02T17:02:06.240603Z,33
1477192,2025-03-02T17:02:12.490121Z,2025-03-02T17:02:12.490127Z,6
1477193,2025-03-02T17:02:12.490136Z,2025-03-02T17:02:12.490140Z,4
1477194,2025-03-02T17:02:12.490083Z,2025-03-02T17:02:12.490104Z,21
1477195,2025-03-02T17:02:17.931391Z,2025-03-02T17:02:17.931411Z,20
1477196,2025-03-02T17:02:36.312058Z,2025-03-02T17:02:36.312066Z,8
1477197,2025-03-02T17:02:36.312007Z,2025-03-02T17:02:36.312030Z,23
1477198,2025-03-02T17:02:41.956535Z,2025-03-02T17:02:41.956542Z,7
1477199,2025-03-02T17:02:41.956492Z,2025-03-02T17:02:41.956517Z,25
1477200,2025-03-02T17:02:53.947505Z,2025-03-02T17:02:53.947524Z,19
1477201,2025-03-02T17:03:00.073380Z,2025-03-02T17:03:00.073408Z,28
1477202,2025-03-02T17:03:06.436381Z,2025-03-02T17:03:06.436408Z,27
1477203,2025-03-02T17:03:12.475042Z,2025-03-02T17:03:12.475067Z,25
1477204,2025-03-02T17:03:30.637411Z,2025-03-02T17:03:30.637418Z,7
1477205,2025-03-02T17:03:30.637427Z,2025-03-02T17:03:30.637433Z,6
1477206,2025-03-02T17:03:30.637442Z,2025-03-02T17:03:30.637446Z,4
1477207,2025-03-02T17:03:30.637366Z,2025-03-02T17:03:30.637392Z,26
1477208,2025-03-02T17:03:36.513017Z,2025-03-02T17:03:36.513036Z,19
1477209,2025-03-02T17:03:42.894839Z,2025-03-02T17:03:42.894846Z,7
1477210,2025-03-02T17:03:42.894855Z,2025-03-02T17:03:42.894860Z,5
1477211,2025-03-02T17:03:42.894869Z,2025-03-02T17:03:42.894874Z,5
1477212,2025-03-02T17:03:42.894798Z,2025-03-02T17:03:42.894823Z,25
1477213,2025-03-02T17:03:48.306697Z,2025-03-02T17:03:48.306704Z,7
1477214,2025-03-02T17:03:48.306646Z,2025-03-02T17:03:48.306675Z,29
1477215,2025-03-02T17:03:48.306718Z,2025-03-02T17:03:48.306724Z,6
1477216,2025-03-02T17:03:48.306385Z,2025-03-02T17:03:48.306405Z,20
1477217,2025-03-02T17:04:06.627429Z,2025-03-02T17:04:06.627436Z,7
1477218,2025-03-02T17:04:06.627446Z,2025-03-02T17:04:06.627451Z,5
1477219,2025-03-02T17:04:06.627389Z,2025-03-02T17:04:06.627410Z,21
1477220,2025-03-02T17:04:12.285778Z,2025-03-02T17:04:12.285802Z,24
1477221,2025-03-02T17:04:18.083179Z,2025-03-02T17:04:18.083186Z,7
1477222,2025-03-02T17:04:18.083132Z,2025-03-02T17:04:18.083159Z,27
1477223,2025-03-02T17:04:24.170254Z,2025-03-02T17:04:24.170277Z,23
1477224,2025-03-02T17:04:36.436393Z,2025-03-02T17:04:36.436413Z,20
1477225,2025-03-02T17:04:36.436445Z,2025-03-02T17:04:36.436451Z,6
1477226,2025-03-02T17:04:36.436985Z,2025-03-02T17:04:36.436999Z,14
1477227,2025-03-02T17:04:36.437023Z,2025-03-02T17:04:36.437030Z,7
1477228,2025-03-02T17:04:36.410677Z,2025-03-02T17:04:36.410697Z,20
1477229,2025-03-02T17:04:42.498748Z,2025-03-02T17:04:42.498754Z,6
1477230,2025-03-02T17:04:42.498712Z,2025-03-02T17:04:42.498733Z,21
1477231,2025-03-02T17:04:48.324642Z,2025-03-02T17:04:48.324661Z,19
1477232,2025-03-02T17:04:54.231458Z,2025-03-02T17:04:54.231480Z,22
1477233,2025-03-02T17:05:00.196895Z,2025-03-02T17:05:00.196902Z,7
1477234,2025-03-02T17:05:00.196846Z,2025-03-02T17:05:00.196877Z,31
1477235,2025-03-02T17:05:06.231929Z,2025-03-02T17:05:06.231936Z,7
1477236,2025-03-02T17:05:06.231946Z,2025-03-02T17:05:06.231951Z,5
1477237,2025-03-02T17:05:06.231959Z,2025-03-02T17:05:06.231964Z,5
1477238,2025-03-02T17:05:06.231972Z,2025-03-02T17:05:06.231977Z,5
1477239,2025-03-02T17:05:06.231891Z,2025-03-02T17:05:06.231913Z,22
1477240,2025-03-02T17:05:18.239748Z,2025-03-02T17:05:18.239755Z,7
1477241,2025-03-02T17:05:18.239703Z,2025-03-02T17:05:18.239728Z,25
1477242,2025-03-02T17:05:30.159580Z,2025-03-02T17:05:30.159601Z,21
1477243,2025-03-02T17:05:36.322986Z,2025-03-02T17:05:36.323009Z,23
1477244,2025-03-02T17:05:43.446972Z,2025-03-02T17:05:43.446980Z,8
1477245,2025-03-02T17:05:43.446990Z,2025-03-02T17:05:43.446995Z,5
1477246,2025-03-02T17:05:43.447005Z,2025-03-02T17:05:43.447010Z,5
1477247,2025-03-02T17:05:43.446932Z,2025-03-02T17:05:43.446952Z,20
1477248,2025-03-02T17:06:00.547370Z,2025-03-02T17:06:00.547402Z,32
1477249,2025-03-02T17:06:12.052440Z,2025-03-02T17:06:12.052447Z,7
1477250,2025-03-02T17:06:12.052391Z,2025-03-02T17:06:12.052420Z,29
1477251,2025-03-02T17:06:18.409178Z,2025-03-02T17:06:18.409207Z,29
1477252,2025-03-02T17:06:24.421610Z,2025-03-02T17:06:24.421617Z,7
1477253,2025-03-02T17:06:24.421564Z,2025-03-02T17:06:24.421591Z,27
1477254,2025-03-02T17:06:30.068274Z,2025-03-02T17:06:30.068294Z,20
1477255,2025-03-02T17:06:36.689502Z,2025-03-02T17:06:36.689509Z,7
1477256,2025-03-02T17:06:36.689518Z,2025-03-02T17:06:36.689524Z,6
1477257,2025-03-02T17:06:36.689464Z,2025-03-02T17:06:36.689484Z,20
1477258,2025-03-02T17:06:48.131379Z,2025-03-02T17:06:48.131386Z,7
1477259,2025-03-02T17:06:48.131395Z,2025-03-02T17:06:48.131400Z,5
1477260,2025-03-02T17:06:48.131408Z,2025-03-02T17:06:48.131413Z,5
1477261,2025-03-02T17:06:48.131420Z,2025-03-02T17:06:48.131425Z,5
1477262,2025-03-02T17:06:48.131433Z,2025-03-02T17:06:48.131438Z,5
1477263,2025-03-02T17:06:48.131343Z,2025-03-02T17:06:48.131362Z,19
