TxSeq,StratTime,EndTime,TimeUse(sec)
1464044,2025-03-02T04:33:18.543221Z,2025-03-02T04:33:22.297580Z,3
1464046,2025-03-02T04:33:18.398266Z,2025-03-02T04:33:22.086160Z,3
1464052,2025-03-02T04:33:37.937073Z,2025-03-02T04:33:44.639810Z,6
1464058,2025-03-02T04:33:53.777595Z,2025-03-02T04:53:15.286748Z,1161
1464059,2025-03-02T04:34:00.451513Z,2025-03-02T04:34:06.725505Z,6
1464064,2025-03-02T04:34:03.584378Z,2025-03-02T04:34:06.650027Z,3
1464069,2025-03-02T04:34:34.822466Z,2025-03-02T04:34:41.504675Z,6
1464080,2025-03-02T04:34:55.670976Z,2025-03-02T04:35:02.012916Z,6
1464081,2025-03-02T04:34:52.593935Z,2025-03-02T04:34:55.648974Z,3
1464083,2025-03-02T04:35:02.027440Z,2025-03-02T04:35:05.112093Z,3
1464084,2025-03-02T04:35:02.047706Z,2025-03-02T04:35:05.224530Z,3
1464085,2025-03-02T04:35:05.244941Z,2025-03-02T04:35:11.456722Z,6
1464094,2025-03-02T04:35:26.977157Z,2025-03-02T04:35:34.168940Z,7
1464095,2025-03-02T04:35:26.834020Z,2025-03-02T04:35:33.424122Z,6
1464099,2025-03-02T04:35:33.657610Z,2025-03-02T04:35:37.237448Z,3
1464100,2025-03-02T04:35:33.177219Z,2025-03-02T04:35:37.208035Z,4
1464101,2025-03-02T04:35:33.956208Z,2025-03-02T04:35:37.351975Z,3
1464104,2025-03-02T04:35:46.313897Z,2025-03-02T18:23:58.896180Z,49692
1464105,2025-03-02T04:35:46.751451Z,2025-03-02T15:51:40.145789Z,40553
1464109,2025-03-02T04:35:59.989456Z,2025-03-02T23:40:13.928214Z,68653
1464112,2025-03-02T04:36:03.492107Z,2025-03-02T04:36:09.677771Z,6
1464115,2025-03-02T04:36:17.466066Z,2025-03-02T19:13:05.490073Z,52608
1464116,2025-03-02T04:36:17.057447Z,2025-03-02T04:36:23.997438Z,6
1464120,2025-03-02T04:36:32.132754Z,2025-03-02T04:36:35.657930Z,3
1464127,2025-03-02T04:36:58.131550Z,2025-03-02T16:53:05.933665Z,44167
1464132,2025-03-02T04:37:01.256098Z,2025-03-02T19:01:49.824431Z,51888
1464136,2025-03-02T04:37:19.714644Z,2025-03-02T04:37:22.930754Z,3
1464137,2025-03-02T04:37:19.831880Z,2025-03-02T04:37:23.077767Z,3
1464138,2025-03-02T04:37:23.386921Z,2025-03-02T04:37:26.830916Z,3
1464145,2025-03-02T04:37:59.445541Z,2025-03-02T22:24:55.355944Z,64015
1464148,2025-03-02T04:38:15.912350Z,2025-03-02T04:38:19.190985Z,3
1464157,2025-03-02T04:38:34.992961Z,2025-03-02T04:38:41.577745Z,6
1464159,2025-03-02T04:38:41.585040Z,2025-03-02T18:07:29.971732Z,48528
1464160,2025-03-02T04:38:55.743740Z,2025-03-02T04:39:02.885909Z,7
1464161,2025-03-02T04:38:55.988808Z,2025-03-02T04:39:02.741949Z,6
1464163,2025-03-02T04:39:03.026097Z,2025-03-02T04:39:06.656980Z,3
1464164,2025-03-02T04:38:59.552350Z,2025-03-02T19:38:40.255442Z,53980
1464165,2025-03-02T04:38:59.629964Z,2025-03-02T04:39:02.964619Z,3
1464170,2025-03-02T04:39:15.010223Z,2025-03-02T04:39:18.986017Z,3
1464174,2025-03-02T04:39:22.283800Z,2025-03-02T04:39:25.323514Z,3
1464176,2025-03-02T04:39:28.791230Z,2025-03-02T04:39:32.103053Z,3
1464186,2025-03-02T04:39:42.112389Z,2025-03-02T04:39:49.311756Z,7
1464189,2025-03-02T04:39:57.997501Z,2025-03-02T05:30:43.723874Z,3045
1464191,2025-03-02T04:40:04.804006Z,2025-03-02T04:40:07.916607Z,3
1464196,2025-03-02T04:40:15.556983Z,2025-03-02T17:22:02.096777Z,45706
1464197,2025-03-02T04:40:22.530527Z,2025-03-02T04:40:25.865281Z,3
1464203,2025-03-02T04:40:37.175459Z,2025-03-02T19:01:16.635157Z,51639
1464204,2025-03-02T04:40:37.287738Z,2025-03-02T04:40:44.579531Z,7
1464210,2025-03-02T04:40:56.400553Z,2025-03-02T04:41:00.025065Z,3
1464211,2025-03-02T04:41:10.462944Z,2025-03-02T04:41:13.679328Z,3
1464242,2025-03-02T04:42:11.486764Z,2025-03-02T04:42:14.951877Z,3
1464246,2025-03-02T04:42:21.787122Z,2025-03-02T04:42:25.238366Z,3
1464248,2025-03-02T04:42:37.011958Z,2025-03-02T10:44:05.191143Z,21688
1464259,2025-03-02T04:43:22.953470Z,2025-03-02T04:43:26.058769Z,3
1464260,2025-03-02T04:43:26.132843Z,2025-03-02T04:43:29.366666Z,3
1464265,2025-03-02T04:43:39.797101Z,2025-03-02T04:43:42.901587Z,3
1464273,2025-03-02T04:44:17.964089Z,2025-03-02T12:10:16.475349Z,26758
1464274,2025-03-02T04:44:21.047072Z,2025-03-02T04:44:27.125417Z,6
1464284,2025-03-02T04:44:33.623947Z,2025-03-02T07:51:24.114841Z,11210
1464288,2025-03-02T04:44:59.832602Z,2025-03-02T04:45:03.042052Z,3
1464292,2025-03-02T04:45:03.052903Z,2025-03-02T04:45:06.109008Z,3
1464295,2025-03-02T04:45:09.213076Z,2025-03-02T17:38:37.387896Z,46408
1464297,2025-03-02T04:45:30.386708Z,2025-03-02T04:45:34.261468Z,3
1464298,2025-03-02T04:45:30.921270Z,2025-03-02T04:45:34.690978Z,3
1464302,2025-03-02T04:45:34.471751Z,2025-03-02T04:45:40.844521Z,6
1464303,2025-03-02T04:45:34.609515Z,2025-03-02T04:45:37.721028Z,3
1464306,2025-03-02T04:45:40.960817Z,2025-03-02T04:45:44.028642Z,3
1464309,2025-03-02T04:45:56.835735Z,2025-03-02T04:45:59.946802Z,3
1464310,2025-03-02T04:46:13.382450Z,2025-03-02T10:17:38.475843Z,19885
1464313,2025-03-02T04:46:26.890659Z,2025-03-02T04:46:30.050522Z,3
1464314,2025-03-02T04:46:27.029493Z,2025-03-02T04:46:30.115639Z,3
1464315,2025-03-02T04:46:33.219796Z,2025-03-02T04:46:36.240573Z,3
1464321,2025-03-02T04:47:03.138447Z,2025-03-02T04:47:06.282547Z,3
1464327,2025-03-02T04:47:15.555014Z,2025-03-02T21:56:27.249357Z,61751
1464331,2025-03-02T04:47:21.877193Z,2025-03-02T04:47:24.906190Z,3
1464332,2025-03-02T04:47:21.852694Z,2025-03-02T04:47:24.901697Z,3
1464342,2025-03-02T04:47:51.292569Z,2025-03-02T04:47:57.681600Z,6
1464345,2025-03-02T04:47:57.692642Z,2025-03-02T04:48:00.723780Z,3
1464350,2025-03-02T04:48:03.887647Z,2025-03-02T04:48:06.918161Z,3
1464360,2025-03-02T04:48:40.829063Z,2025-03-02T20:57:52.829792Z,58152
1464363,2025-03-02T04:48:41.072268Z,2025-03-02T04:48:44.350861Z,3
1464364,2025-03-02T04:48:51.138665Z,2025-03-02T04:48:57.321267Z,6
1464366,2025-03-02T04:48:44.236248Z,2025-03-02T23:07:52.674404Z,65948
1464367,2025-03-02T04:48:50.934964Z,2025-03-02T04:48:57.296430Z,6
1464374,2025-03-02T04:48:50.954492Z,2025-03-02T09:46:44.909525Z,17873
1464375,2025-03-02T04:48:54.224897Z,2025-03-02T04:49:00.463668Z,6
1464378,2025-03-02T04:49:03.511575Z,2025-03-02T19:24:22.875578Z,52519
1464381,2025-03-02T04:49:17.776392Z,2025-03-02T21:26:57.968285Z,59860
1464389,2025-03-02T04:49:50.386774Z,2025-03-02T04:49:56.472533Z,6
1464398,2025-03-02T04:50:10.213611Z,2025-03-02T04:50:13.232845Z,3
1464405,2025-03-02T04:50:16.320106Z,2025-03-02T04:50:19.452218Z,3
1464410,2025-03-02T04:50:35.325027Z,2025-03-02T04:50:42.121243Z,6
1464419,2025-03-02T04:50:55.920429Z,2025-03-02T04:51:02.545060Z,6
1464422,2025-03-02T04:51:17.026302Z,2025-03-02T12:11:05.437902Z,26388
1464429,2025-03-02T04:51:30.352458Z,2025-03-02T04:51:36.964905Z,6
1464436,2025-03-02T04:51:40.293808Z,2025-03-02T04:51:46.761430Z,6
1464438,2025-03-02T04:51:46.869609Z,2025-03-02T10:26:32.763886Z,20085
1464442,2025-03-02T04:51:53.114561Z,2025-03-02T08:46:20.026919Z,14066
1464443,2025-03-02T04:51:59.243846Z,2025-03-02T04:52:05.363223Z,6
1464447,2025-03-02T04:52:05.379670Z,2025-03-02T04:52:11.413307Z,6
1464457,2025-03-02T04:52:37.479037Z,2025-03-02T04:52:40.691994Z,3
1464464,2025-03-02T04:52:51.797477Z,2025-03-02T23:04:23.578667Z,65491
1464465,2025-03-02T04:52:58.864269Z,2025-03-02T04:53:02.012377Z,3
1464466,2025-03-02T04:52:58.900810Z,2025-03-02T04:53:02.038885Z,3
1464468,2025-03-02T04:52:58.870793Z,2025-03-02T04:53:01.939932Z,3
1464469,2025-03-02T04:52:58.860807Z,2025-03-02T04:53:01.975645Z,3
1464471,2025-03-02T04:52:58.892614Z,2025-03-02T04:53:02.028823Z,3
1464472,2025-03-02T04:52:58.878379Z,2025-03-02T04:53:01.957449Z,3
1464476,2025-03-02T04:53:01.993018Z,2025-03-02T04:53:08.154733Z,6
1464486,2025-03-02T04:53:22.011567Z,2025-03-02T04:53:25.053882Z,3
1464489,2025-03-02T04:53:37.508729Z,2025-03-02T06:14:03.823531Z,4826
1464490,2025-03-02T04:53:42.393110Z,2025-03-02T04:53:46.255627Z,3
1464491,2025-03-02T04:53:42.082388Z,2025-03-02T04:53:49.332904Z,7
1464493,2025-03-02T04:53:41.437674Z,2025-03-02T05:53:53.608949Z,3612
1464499,2025-03-02T04:54:20.078372Z,2025-03-02T05:52:57.312121Z,3517
1464501,2025-03-02T04:54:37.395648Z,2025-03-02T19:15:44.692557Z,51667
1464502,2025-03-02T04:54:37.149905Z,2025-03-02T04:54:44.125617Z,6
1464503,2025-03-02T04:54:47.007293Z,2025-03-02T04:54:50.541073Z,3
1464504,2025-03-02T04:54:50.708077Z,2025-03-02T04:54:57.450049Z,6
1464507,2025-03-02T04:54:57.741268Z,2025-03-02T04:55:01.369960Z,3
1464508,2025-03-02T04:54:57.596667Z,2025-03-02T11:30:58.873700Z,23761
1464514,2025-03-02T04:55:21.261434Z,2025-03-02T04:55:28.835446Z,7
1464516,2025-03-02T04:55:28.742528Z,2025-03-02T04:55:36.101841Z,7
1464519,2025-03-02T04:55:36.483841Z,2025-03-02T04:55:39.717638Z,3
1464525,2025-03-02T04:55:59.374532Z,2025-03-02T04:56:02.877514Z,3
1464527,2025-03-02T04:56:09.964012Z,2025-03-02T04:56:13.322607Z,3
1464534,2025-03-02T04:56:02.915315Z,2025-03-02T04:56:10.120975Z,7
1464537,2025-03-02T04:56:09.732307Z,2025-03-02T04:56:13.364767Z,3
1464545,2025-03-02T04:56:36.710951Z,2025-03-02T04:56:43.516490Z,6
1464554,2025-03-02T04:56:52.839492Z,2025-03-02T04:56:56.470668Z,3
1464561,2025-03-02T04:57:16.981905Z,2025-03-02T04:57:20.920656Z,3
1464562,2025-03-02T04:57:16.889160Z,2025-03-02T04:57:20.883978Z,3
1464563,2025-03-02T04:57:17.139554Z,2025-03-02T04:57:24.289705Z,7
1464564,2025-03-02T04:57:20.931638Z,2025-03-02T04:57:24.195081Z,3
1464592,2025-03-02T04:59:13.131360Z,2025-03-02T04:59:20.304575Z,7
1464593,2025-03-02T04:59:12.638484Z,2025-03-02T20:34:23.046634Z,56110
1464595,2025-03-02T04:59:20.894428Z,2025-03-02T04:59:24.330554Z,3
1464596,2025-03-02T04:59:17.182268Z,2025-03-02T04:59:20.384108Z,3
1464597,2025-03-02T04:59:20.330329Z,2025-03-02T04:59:24.275387Z,3
1464603,2025-03-02T04:59:52.737775Z,2025-03-02T04:59:52.916559Z,0
1464610,2025-03-02T05:00:02.378589Z,2025-03-02T05:00:05.592618Z,3
1464611,2025-03-02T05:00:08.984299Z,2025-03-02T05:00:12.173341Z,3
1464612,2025-03-02T05:00:20.706756Z,2025-03-02T05:00:27.361611Z,6
1464613,2025-03-02T05:00:27.631713Z,2025-03-02T05:00:34.408208Z,6
1464619,2025-03-02T05:00:38.717318Z,2025-03-02T05:00:42.309040Z,3
1464631,2025-03-02T05:01:14.414872Z,2025-03-02T20:53:55.671310Z,57161
1464639,2025-03-02T05:01:27.427584Z,2025-03-02T05:01:33.861393Z,6
1464650,2025-03-02T05:02:19.992421Z,2025-03-02T16:16:07.671152Z,40427
1464652,2025-03-02T05:02:20.037394Z,2025-03-02T05:02:23.059642Z,3
1464653,2025-03-02T05:02:26.310302Z,2025-03-02T05:02:29.593795Z,3
1464659,2025-03-02T05:02:49.711533Z,2025-03-02T05:02:57.699698Z,7
1464663,2025-03-02T05:02:53.464479Z,2025-03-02T05:02:57.012045Z,3
1464664,2025-03-02T05:02:49.375058Z,2025-03-02T05:02:53.183650Z,3
1464666,2025-03-02T05:02:53.576388Z,2025-03-02T05:03:00.992935Z,7
1464669,2025-03-02T05:03:25.561072Z,2025-03-02T05:03:29.421146Z,3
1464670,2025-03-02T05:03:20.381487Z,2025-03-02T05:03:25.398439Z,5
1464673,2025-03-02T05:03:19.468642Z,2025-03-02T05:03:24.774572Z,5
1464674,2025-03-02T05:03:18.984778Z,2025-03-02T05:03:24.636035Z,5
1464677,2025-03-02T05:03:24.984481Z,2025-03-02T05:03:29.097657Z,4
1464682,2025-03-02T05:03:29.192478Z,2025-03-02T05:03:32.555579Z,3
1464689,2025-03-02T05:03:47.730442Z,2025-03-02T12:35:36.062664Z,27108
1464691,2025-03-02T05:03:54.420842Z,2025-03-02T21:32:08.106755Z,59293
1464694,2025-03-02T05:04:01.525448Z,2025-03-02T05:04:08.185648Z,6
1464695,2025-03-02T05:03:57.926027Z,2025-03-02T05:04:01.317279Z,3
1464698,2025-03-02T05:04:23.398477Z,2025-03-02T05:04:26.597729Z,3
1464704,2025-03-02T05:04:35.832820Z,2025-03-02T22:41:43.735768Z,63427
1464709,2025-03-02T05:04:42.641491Z,2025-03-02T21:33:18.344903Z,59315
1464713,2025-03-02T05:04:49.464515Z,2025-03-02T05:04:56.248125Z,6
1464717,2025-03-02T05:05:03.559410Z,2025-03-02T05:05:10.393732Z,6
1464719,2025-03-02T05:05:06.990594Z,2025-03-02T05:05:10.495223Z,3
1464720,2025-03-02T05:05:03.293401Z,2025-03-02T05:05:06.986552Z,3
1464730,2025-03-02T05:05:22.170778Z,2025-03-02T05:05:29.000730Z,6
1464732,2025-03-02T05:05:28.880221Z,2025-03-02T16:39:43.400208Z,41654
1464733,2025-03-02T05:05:28.554492Z,2025-03-02T06:24:21.616372Z,4733
1464741,2025-03-02T05:05:57.659488Z,2025-03-02T05:06:00.743763Z,3
1464745,2025-03-02T05:06:16.440127Z,2025-03-02T05:06:19.548034Z,3
1464746,2025-03-02T05:06:22.713075Z,2025-03-02T05:06:25.792546Z,3
1464751,2025-03-02T05:06:33.535481Z,2025-03-02T05:06:36.668492Z,3
1464752,2025-03-02T05:06:33.504330Z,2025-03-02T05:06:39.933615Z,6
1464753,2025-03-02T05:06:33.613017Z,2025-03-02T05:06:39.828654Z,6
1464754,2025-03-02T05:06:33.514278Z,2025-03-02T05:06:36.647572Z,3
1464756,2025-03-02T05:06:40.019598Z,2025-03-02T05:06:43.225558Z,3
1464769,2025-03-02T05:07:31.553283Z,2025-03-02T05:07:35.127835Z,3
1464772,2025-03-02T05:07:31.997385Z,2025-03-02T05:07:35.171993Z,3
1464773,2025-03-02T05:07:31.720143Z,2025-03-02T05:07:38.385497Z,6
1464774,2025-03-02T05:07:35.178652Z,2025-03-02T05:07:41.590278Z,6
1464777,2025-03-02T05:07:49.953515Z,2025-03-02T05:07:54.216549Z,4
1464782,2025-03-02T05:08:03.698459Z,2025-03-02T07:57:50.206910Z,10186
1464786,2025-03-02T05:08:22.776568Z,2025-03-02T05:08:28.945545Z,6
1464789,2025-03-02T05:08:36.788953Z,2025-03-02T05:08:40.393577Z,3
1464794,2025-03-02T05:08:51.816502Z,2025-03-02T05:08:54.945826Z,3
1464799,2025-03-02T05:09:24.693266Z,2025-03-02T05:09:30.911590Z,6
1464800,2025-03-02T05:09:21.534605Z,2025-03-02T05:09:27.806053Z,6
1464801,2025-03-02T05:09:21.465351Z,2025-03-02T05:09:24.553832Z,3
1464802,2025-03-02T05:09:21.482876Z,2025-03-02T05:09:24.620273Z,3
1464809,2025-03-02T05:09:52.812293Z,2025-03-02T19:39:53.473471Z,52200
1464817,2025-03-02T05:10:15.693247Z,2025-03-02T05:10:18.843157Z,3
1464821,2025-03-02T05:10:22.066504Z,2025-03-02T12:05:48.869568Z,24926
1464822,2025-03-02T05:10:28.274558Z,2025-03-02T05:10:34.361181Z,6
1464826,2025-03-02T05:10:44.207660Z,2025-03-02T05:10:47.359984Z,3
1464829,2025-03-02T05:11:00.185594Z,2025-03-02T05:11:06.477512Z,6
1464832,2025-03-02T05:11:03.401634Z,2025-03-02T05:11:09.538240Z,6
1464833,2025-03-02T05:11:09.547588Z,2025-03-02T05:11:15.624184Z,6
1464834,2025-03-02T05:11:15.622208Z,2025-03-02T05:11:18.643755Z,3
1464835,2025-03-02T05:11:21.901732Z,2025-03-02T06:37:04.302666Z,5142
1464836,2025-03-02T05:11:41.336325Z,2025-03-02T05:11:48.307209Z,6
1464839,2025-03-02T05:11:41.455538Z,2025-03-02T05:11:45.001239Z,3
1464840,2025-03-02T05:11:45.182727Z,2025-03-02T13:23:46.304742Z,29521
1464851,2025-03-02T05:11:57.728130Z,2025-03-02T05:12:03.761225Z,6
1464855,2025-03-02T05:12:20.441142Z,2025-03-02T05:12:23.565499Z,3
1464856,2025-03-02T05:12:26.666439Z,2025-03-02T05:12:32.763603Z,6
1464858,2025-03-02T05:12:39.974195Z,2025-03-02T05:12:46.580914Z,6
1464864,2025-03-02T05:12:54.396628Z,2025-03-02T05:13:00.442358Z,6
1464865,2025-03-02T05:12:57.424678Z,2025-03-02T05:13:00.453210Z,3
1464871,2025-03-02T05:13:15.078602Z,2025-03-02T17:10:48.961552Z,43053
1464872,2025-03-02T05:13:21.251650Z,2025-03-02T05:13:24.311078Z,3
1464881,2025-03-02T05:13:53.095604Z,2025-03-02T05:13:59.391971Z,6
1464882,2025-03-02T05:13:53.066529Z,2025-03-02T05:13:59.269012Z,6
1464883,2025-03-02T05:13:53.087010Z,2025-03-02T06:48:05.593012Z,5652
1464889,2025-03-02T05:14:18.525533Z,2025-03-02T05:14:24.804972Z,6
1464893,2025-03-02T05:14:24.793301Z,2025-03-02T22:56:10.763927Z,63705
1464895,2025-03-02T05:14:37.398460Z,2025-03-02T15:00:44.858593Z,35167
1464912,2025-03-02T05:14:59.076522Z,2025-03-02T05:15:02.122822Z,3
1464914,2025-03-02T05:14:52.021848Z,2025-03-02T16:35:02.603466Z,40810
1464915,2025-03-02T05:15:02.087778Z,2025-03-02T05:15:05.217956Z,3
1464925,2025-03-02T05:15:32.714902Z,2025-03-02T13:50:27.944375Z,30895
1464931,2025-03-02T05:15:39.107479Z,2025-03-02T22:28:34.138611Z,61975
1464937,2025-03-02T05:16:09.039278Z,2025-03-02T05:16:12.171618Z,3
1464952,2025-03-02T05:17:02.175403Z,2025-03-02T18:00:06.480271Z,45784
1464955,2025-03-02T05:17:05.321467Z,2025-03-02T05:17:12.095566Z,6
1464961,2025-03-02T05:17:30.963092Z,2025-03-02T14:09:53.491687Z,31942
1464963,2025-03-02T05:17:34.238529Z,2025-03-02T05:17:41.200259Z,6
1464964,2025-03-02T05:17:37.441956Z,2025-03-02T07:51:24.132695Z,9226
1464965,2025-03-02T05:17:41.260698Z,2025-03-02T05:17:47.759939Z,6
1464979,2025-03-02T05:18:32.597955Z,2025-03-02T13:15:55.436894Z,28642
1464982,2025-03-02T05:18:54.769111Z,2025-03-02T05:19:04.883236Z,10
1464989,2025-03-02T05:19:05.148884Z,2025-03-02T05:19:06.415968Z,1
1464995,2025-03-02T05:19:06.333376Z,2025-03-02T11:13:06.035650Z,21239
1464999,2025-03-02T05:19:05.012327Z,2025-03-02T05:19:09.444120Z,4
1465001,2025-03-02T05:19:05.667133Z,2025-03-02T05:19:06.279631Z,0
1465005,2025-03-02T05:19:17.319301Z,2025-03-02T20:57:26.137628Z,56288
1465006,2025-03-02T05:19:34.228024Z,2025-03-02T05:19:41.255286Z,7
1465015,2025-03-02T05:20:02.556621Z,2025-03-02T05:20:08.893614Z,6
1465018,2025-03-02T05:20:02.564457Z,2025-03-02T05:20:09.332983Z,6
1465019,2025-03-02T05:20:02.538892Z,2025-03-02T05:20:05.694592Z,3
1465028,2025-03-02T05:20:09.469047Z,2025-03-02T19:08:06.886339Z,49677
1465029,2025-03-02T05:20:09.473750Z,2025-03-02T05:20:12.966111Z,3
1465031,2025-03-02T05:20:16.838667Z,2025-03-02T05:20:20.003475Z,3
1465032,2025-03-02T05:20:09.426837Z,2025-03-02T05:20:13.220035Z,3
1465039,2025-03-02T05:20:52.516637Z,2025-03-02T05:20:58.871566Z,6
1465044,2025-03-02T05:21:06.527454Z,2025-03-02T05:21:12.804168Z,6
1465051,2025-03-02T05:21:56.677539Z,2025-03-02T16:37:15.229842Z,40518
1465064,2025-03-02T05:22:15.739883Z,2025-03-02T16:34:31.879598Z,40336
1465065,2025-03-02T05:22:15.613815Z,2025-03-02T16:18:40.048634Z,39384
1465067,2025-03-02T05:22:30.021831Z,2025-03-02T06:17:39.561698Z,3309
1465068,2025-03-02T05:22:34.006908Z,2025-03-02T05:22:40.379978Z,6
1465072,2025-03-02T05:22:55.194841Z,2025-03-02T09:09:05.897618Z,13570
1465078,2025-03-02T05:22:58.608534Z,2025-03-02T11:50:37.563677Z,23258
1465079,2025-03-02T05:23:02.046526Z,2025-03-02T09:19:16.658153Z,14174
1465084,2025-03-02T05:23:11.579558Z,2025-03-02T18:46:14.825654Z,48183
1465089,2025-03-02T05:23:35.063647Z,2025-03-02T05:23:38.712999Z,3
1465091,2025-03-02T05:23:42.845635Z,2025-03-02T07:37:28.985494Z,8026
1465096,2025-03-02T05:23:53.120472Z,2025-03-02T05:23:59.509645Z,6
1465097,2025-03-02T05:23:53.158513Z,2025-03-02T05:23:56.388610Z,3
1465109,2025-03-02T05:24:35.388972Z,2025-03-02T05:24:38.486608Z,3
1465114,2025-03-02T05:25:17.732581Z,2025-03-02T19:32:38.305700Z,50840
1465118,2025-03-02T05:25:31.882475Z,2025-03-02T05:25:38.310135Z,6
1465120,2025-03-02T05:25:39.046087Z,2025-03-02T05:25:46.468926Z,7
1465121,2025-03-02T05:25:46.560422Z,2025-03-02T05:25:50.167441Z,3
1465122,2025-03-02T05:25:46.691746Z,2025-03-02T05:25:53.242113Z,6
1465123,2025-03-02T05:25:56.741592Z,2025-03-02T14:55:41.571789Z,34184
1465125,2025-03-02T05:25:53.297910Z,2025-03-02T05:25:56.551686Z,3
1465126,2025-03-02T05:26:00.127069Z,2025-03-02T18:48:05.821624Z,48125
1465129,2025-03-02T05:26:14.701810Z,2025-03-02T10:48:33.437159Z,19338
1465133,2025-03-02T05:26:21.354632Z,2025-03-02T08:15:55.882834Z,10174
1465154,2025-03-02T05:27:21.564975Z,2025-03-02T12:37:22.980101Z,25801
1465158,2025-03-02T05:27:28.093134Z,2025-03-02T05:27:34.503836Z,6
1465159,2025-03-02T05:27:28.032942Z,2025-03-02T05:27:31.157758Z,3
1465160,2025-03-02T05:27:28.064181Z,2025-03-02T05:27:31.207565Z,3
1465161,2025-03-02T05:27:28.006501Z,2025-03-02T05:27:31.154552Z,3
1465166,2025-03-02T05:27:31.241119Z,2025-03-02T05:27:34.583366Z,3
1465168,2025-03-02T05:27:43.474273Z,2025-03-02T05:27:50.890155Z,7
1465170,2025-03-02T05:27:51.594701Z,2025-03-02T05:27:55.257083Z,3
1465174,2025-03-02T05:27:51.808935Z,2025-03-02T05:27:58.432003Z,6
1465175,2025-03-02T05:27:50.938530Z,2025-03-02T05:27:58.354028Z,7
1465176,2025-03-02T05:27:59.670991Z,2025-03-02T09:44:01.872255Z,15362
1465184,2025-03-02T05:28:09.714424Z,2025-03-02T14:49:38.009773Z,33688
1465185,2025-03-02T05:28:16.257852Z,2025-03-02T05:28:22.475528Z,6
1465194,2025-03-02T05:28:44.837591Z,2025-03-02T07:44:13.504472Z,8128
1465195,2025-03-02T05:28:45.001904Z,2025-03-02T05:28:51.616559Z,6
1465198,2025-03-02T05:28:52.411201Z,2025-03-02T05:28:55.452177Z,3
1465200,2025-03-02T05:28:58.750950Z,2025-03-02T05:29:04.838235Z,6
1465202,2025-03-02T05:29:04.873553Z,2025-03-02T05:29:08.023206Z,3
1465206,2025-03-02T05:29:11.097329Z,2025-03-02T23:32:24.536455Z,64993
1465211,2025-03-02T05:29:38.001499Z,2025-03-02T05:29:41.431775Z,3
1465212,2025-03-02T05:29:41.879543Z,2025-03-02T15:22:20.693820Z,35558
1465218,2025-03-02T05:29:48.367576Z,2025-03-02T16:46:28.611024Z,40600
1465224,2025-03-02T05:29:58.214487Z,2025-03-02T05:30:04.313855Z,6
1465229,2025-03-02T05:30:16.958365Z,2025-03-02T05:30:23.078791Z,6
1465233,2025-03-02T05:30:36.432441Z,2025-03-02T05:30:43.136677Z,6
1465239,2025-03-02T05:31:10.853101Z,2025-03-02T05:31:14.021114Z,3
1465243,2025-03-02T05:31:21.735879Z,2025-03-02T05:31:24.957562Z,3
1465250,2025-03-02T05:31:34.881997Z,2025-03-02T12:13:21.020727Z,24106
1465251,2025-03-02T05:31:34.926462Z,2025-03-02T05:31:37.942610Z,3
1465253,2025-03-02T05:31:41.194444Z,2025-03-02T05:31:47.571599Z,6
1465259,2025-03-02T05:32:04.460521Z,2025-03-02T05:32:07.478109Z,3
1465262,2025-03-02T05:32:17.825881Z,2025-03-02T05:32:24.326380Z,6
1465264,2025-03-02T05:32:17.985677Z,2025-03-02T05:32:21.114963Z,3
1465266,2025-03-02T05:32:24.197837Z,2025-03-02T05:32:30.622153Z,6
1465267,2025-03-02T05:32:24.374599Z,2025-03-02T05:32:30.660529Z,6
1465268,2025-03-02T05:32:30.649731Z,2025-03-02T05:32:33.699233Z,3
1465279,2025-03-02T05:32:59.625472Z,2025-03-02T05:33:05.746349Z,6
1465280,2025-03-02T05:33:05.685720Z,2025-03-02T05:33:08.799016Z,3
1465282,2025-03-02T05:33:15.360631Z,2025-03-02T05:33:18.796249Z,3
1465284,2025-03-02T05:33:38.468196Z,2025-03-02T10:54:37.248637Z,19258
1465291,2025-03-02T05:33:45.129485Z,2025-03-02T14:22:06.818699Z,31701
1465292,2025-03-02T05:33:45.225819Z,2025-03-02T05:33:51.441719Z,6
1465295,2025-03-02T05:33:51.450778Z,2025-03-02T05:33:57.489429Z,6
1465296,2025-03-02T05:34:04.189413Z,2025-03-02T05:34:07.241217Z,3
1465299,2025-03-02T05:34:13.522348Z,2025-03-02T14:40:10.181664Z,32756
1465305,2025-03-02T05:34:26.008836Z,2025-03-02T05:34:29.330184Z,3
1465309,2025-03-02T05:34:29.384488Z,2025-03-02T05:34:32.693898Z,3
1465311,2025-03-02T05:34:29.573583Z,2025-03-02T05:34:35.788814Z,6
1465317,2025-03-02T05:34:49.680585Z,2025-03-02T05:34:49.759728Z,0
1465323,2025-03-02T05:35:16.055208Z,2025-03-02T05:35:19.193706Z,3
1465331,2025-03-02T05:35:41.260282Z,2025-03-02T11:39:16.671914Z,21815
1465332,2025-03-02T05:35:44.866653Z,2025-03-02T05:35:51.170422Z,6
1465334,2025-03-02T05:35:51.214768Z,2025-03-02T05:35:54.244558Z,3
1465339,2025-03-02T05:36:10.950737Z,2025-03-02T12:02:53.538287Z,23202
1465345,2025-03-02T05:36:29.732386Z,2025-03-02T05:36:33.003672Z,3
