TxSeq,StratTime,EndTime,TimeUse(sec)
1472851,2025-03-02T12:34:40.441261Z,2025-03-02T13:36:55.064715Z,3734
1472857,2025-03-02T12:35:06.352485Z,2025-03-02T13:53:13.619814Z,4687
1472876,2025-03-02T12:36:02.496950Z,2025-03-02T12:36:09.576243Z,7
1472879,2025-03-02T12:36:02.253307Z,2025-03-02T12:36:06.497856Z,4
1472880,2025-03-02T12:36:09.882114Z,2025-03-02T12:36:16.046962Z,6
1472882,2025-03-02T12:36:09.808643Z,2025-03-02T12:36:16.026766Z,6
1472886,2025-03-02T12:36:30.475337Z,2025-03-02T16:22:12.248885Z,13541
1472887,2025-03-02T12:36:30.290561Z,2025-03-02T21:18:37.029652Z,31326
1472893,2025-03-02T12:37:01.755595Z,2025-03-02T12:37:08.446488Z,6
1472895,2025-03-02T12:37:02.126901Z,2025-03-02T22:40:28.071635Z,36205
1472898,2025-03-02T12:37:08.516867Z,2025-03-02T12:37:15.344402Z,6
1472907,2025-03-02T12:38:03.116947Z,2025-03-02T12:38:06.607758Z,3
1472909,2025-03-02T12:38:14.855892Z,2025-03-02T12:38:21.614804Z,6
1472915,2025-03-02T12:38:39.573696Z,2025-03-02T12:38:48.180568Z,8
1472916,2025-03-02T12:38:39.866273Z,2025-03-02T22:47:27.594880Z,36527
1472923,2025-03-02T12:38:55.560941Z,2025-03-02T17:19:50.698446Z,16855
1472927,2025-03-02T12:39:18.521133Z,2025-03-02T12:39:22.345321Z,3
1472939,2025-03-02T12:39:48.688200Z,2025-03-02T12:39:52.735170Z,4
1472940,2025-03-02T12:39:45.179558Z,2025-03-02T12:39:48.814269Z,3
1472941,2025-03-02T12:39:58.391368Z,2025-03-02T12:40:01.537411Z,3
1472946,2025-03-02T12:40:10.571189Z,2025-03-02T12:40:18.317225Z,7
1472952,2025-03-02T12:40:11.040239Z,2025-03-02T12:40:18.741575Z,7
1472964,2025-03-02T12:40:52.328470Z,2025-03-02T18:52:37.770016Z,22305
1472968,2025-03-02T12:41:07.619497Z,2025-03-02T12:41:14.012322Z,6
1472978,2025-03-02T12:41:28.789010Z,2025-03-02T12:41:36.094976Z,7
1472983,2025-03-02T12:41:45.029460Z,2025-03-02T12:41:51.669147Z,6
1472992,2025-03-02T12:42:18.982637Z,2025-03-02T12:42:26.680150Z,7
1472996,2025-03-02T12:42:34.239293Z,2025-03-02T12:42:37.506218Z,3
1473002,2025-03-02T12:42:56.572499Z,2025-03-02T12:42:59.891627Z,3
1473004,2025-03-02T12:43:04.210784Z,2025-03-02T12:43:10.374991Z,6
1473007,2025-03-02T12:43:10.381883Z,2025-03-02T12:43:13.458083Z,3
1473014,2025-03-02T12:43:42.502805Z,2025-03-02T12:43:45.875100Z,3
1473015,2025-03-02T12:43:42.619536Z,2025-03-02T12:43:45.888768Z,3
1473016,2025-03-02T12:43:48.943431Z,2025-03-02T12:43:55.222242Z,6
1473022,2025-03-02T12:44:01.439112Z,2025-03-02T16:50:59.956586Z,14818
1473027,2025-03-02T12:44:28.239044Z,2025-03-02T13:03:42.451498Z,1154
1473029,2025-03-02T12:44:41.435645Z,2025-03-02T18:45:08.540480Z,21627
1473030,2025-03-02T12:44:35.000854Z,2025-03-02T20:06:06.050149Z,26491
1473039,2025-03-02T12:45:02.078420Z,2025-03-02T12:45:05.179544Z,3
1473044,2025-03-02T12:45:18.361378Z,2025-03-02T12:45:28.405610Z,10
1473053,2025-03-02T12:45:35.178498Z,2025-03-02T18:00:06.551323Z,18871
1473059,2025-03-02T12:45:57.312160Z,2025-03-02T12:46:00.490855Z,3
1473062,2025-03-02T12:46:21.417620Z,2025-03-02T15:15:17.442340Z,8936
1473074,2025-03-02T12:47:14.286152Z,2025-03-02T12:47:20.983667Z,6
1473076,2025-03-02T12:47:20.950782Z,2025-03-02T12:47:27.409268Z,6
1473077,2025-03-02T12:47:20.987126Z,2025-03-02T18:46:44.544780Z,21563
1473079,2025-03-02T12:47:45.490389Z,2025-03-02T21:11:54.644125Z,30249
1473084,2025-03-02T12:47:49.274115Z,2025-03-02T12:47:57.177865Z,7
1473085,2025-03-02T12:47:49.721592Z,2025-03-02T12:47:53.223212Z,3
1473088,2025-03-02T12:47:57.252608Z,2025-03-02T12:48:03.746503Z,6
1473090,2025-03-02T12:48:03.800969Z,2025-03-02T12:48:06.862473Z,3
1473093,2025-03-02T12:48:06.867535Z,2025-03-02T16:07:14.192303Z,11947
1473116,2025-03-02T12:49:13.003499Z,2025-03-02T12:49:16.079385Z,3
1473117,2025-03-02T12:49:13.029398Z,2025-03-02T12:49:19.148499Z,6
1473119,2025-03-02T12:49:19.136546Z,2025-03-02T12:49:25.395952Z,6
1473120,2025-03-02T12:49:28.425121Z,2025-03-02T12:49:31.565106Z,3
1473128,2025-03-02T12:49:59.794624Z,2025-03-02T12:50:04.389089Z,4
1473129,2025-03-02T12:49:59.936291Z,2025-03-02T12:50:04.442306Z,4
1473142,2025-03-02T12:51:01.142299Z,2025-03-02T23:35:34.716107Z,38673
1473144,2025-03-02T12:51:02.316449Z,2025-03-02T12:51:08.927631Z,6
1473150,2025-03-02T12:51:08.903539Z,2025-03-02T12:51:11.983769Z,3
1473156,2025-03-02T12:51:19.331650Z,2025-03-02T12:51:26.345596Z,7
1473160,2025-03-02T12:51:26.998272Z,2025-03-02T12:51:33.208654Z,6
1473161,2025-03-02T12:51:27.141555Z,2025-03-02T12:51:30.194921Z,3
1473164,2025-03-02T12:51:42.972408Z,2025-03-02T12:51:49.720536Z,6
1473171,2025-03-02T12:52:22.596277Z,2025-03-02T12:52:26.394940Z,3
1473172,2025-03-02T12:52:22.417879Z,2025-03-02T12:52:25.967124Z,3
1473173,2025-03-02T12:52:25.981456Z,2025-03-02T12:52:32.632814Z,6
1473175,2025-03-02T12:52:26.236309Z,2025-03-02T16:08:44.441398Z,11778
1473181,2025-03-02T12:52:49.979705Z,2025-03-02T12:52:56.479455Z,6
1473182,2025-03-02T12:53:03.731150Z,2025-03-02T12:53:06.769036Z,3
1473183,2025-03-02T12:53:03.657476Z,2025-03-02T12:53:06.756980Z,3
1473184,2025-03-02T12:53:21.652527Z,2025-03-02T12:53:28.935431Z,7
1473185,2025-03-02T12:53:22.230065Z,2025-03-02T12:53:25.881560Z,3
1473191,2025-03-02T12:53:36.140889Z,2025-03-02T17:58:02.769938Z,18266
1473196,2025-03-02T12:53:50.979832Z,2025-03-02T12:53:54.259414Z,3
1473198,2025-03-02T12:53:54.201800Z,2025-03-02T12:54:00.469703Z,6
1473200,2025-03-02T12:54:07.581254Z,2025-03-02T12:54:14.685067Z,7
1473202,2025-03-02T12:54:07.852759Z,2025-03-02T12:54:11.391419Z,3
1473203,2025-03-02T12:54:18.380781Z,2025-03-02T12:54:21.441821Z,3
1473206,2025-03-02T12:54:14.565589Z,2025-03-02T12:54:18.150956Z,3
1473209,2025-03-02T12:55:00.354441Z,2025-03-02T12:55:07.599154Z,7
1473215,2025-03-02T12:55:16.306998Z,2025-03-02T12:55:16.799400Z,0
1473216,2025-03-02T12:55:23.533839Z,2025-03-02T12:55:27.036306Z,3
1473217,2025-03-02T12:55:23.091887Z,2025-03-02T12:55:23.560395Z,0
1473226,2025-03-02T12:55:52.906575Z,2025-03-02T12:55:59.729585Z,6
1473228,2025-03-02T12:56:09.670768Z,2025-03-02T12:56:17.659818Z,7
1473237,2025-03-02T12:56:36.525538Z,2025-03-02T12:56:43.752241Z,7
1473238,2025-03-02T12:56:36.894878Z,2025-03-02T12:56:38.479625Z,1
1473242,2025-03-02T12:56:54.555478Z,2025-03-02T12:56:58.318633Z,3
1473243,2025-03-02T12:56:55.098945Z,2025-03-02T12:57:01.673824Z,6
1473246,2025-03-02T12:57:01.615494Z,2025-03-02T12:57:08.049964Z,6
1473247,2025-03-02T12:57:09.571749Z,2025-03-02T12:57:16.695715Z,7
1473252,2025-03-02T12:57:34.534106Z,2025-03-02T12:57:41.584697Z,7
1473261,2025-03-02T12:57:59.717696Z,2025-03-02T12:58:06.314960Z,6
1473266,2025-03-02T12:58:16.204003Z,2025-03-02T12:58:20.598593Z,4
1473267,2025-03-02T12:58:17.160766Z,2025-03-02T12:58:21.198862Z,4
1473268,2025-03-02T12:58:20.858469Z,2025-03-02T12:58:28.649401Z,7
1473276,2025-03-02T12:58:44.872793Z,2025-03-02T12:58:51.710090Z,6
1473280,2025-03-02T12:58:58.631323Z,2025-03-02T12:59:05.381392Z,6
1473285,2025-03-02T12:59:01.401703Z,2025-03-02T23:59:05.639857Z,39604
1473295,2025-03-02T12:59:27.816268Z,2025-03-02T12:59:31.705748Z,3
1473296,2025-03-02T12:59:27.532412Z,2025-03-02T12:59:34.925709Z,7
1473306,2025-03-02T13:00:25.629961Z,2025-03-02T13:00:32.732650Z,7
1473309,2025-03-02T13:00:32.100240Z,2025-03-02T13:00:39.888107Z,7
1473313,2025-03-02T13:00:50.091988Z,2025-03-02T13:00:53.324623Z,3
1473314,2025-03-02T13:00:53.882908Z,2025-03-02T13:00:57.319632Z,3
1473326,2025-03-02T13:01:36.240885Z,2025-03-02T16:05:22.542920Z,11026
1473332,2025-03-02T13:01:53.739557Z,2025-03-02T13:01:57.338054Z,3
1473333,2025-03-02T13:01:54.063200Z,2025-03-02T22:32:30.131226Z,34236
1473348,2025-03-02T13:03:05.795010Z,2025-03-02T13:03:09.227615Z,3
1473350,2025-03-02T13:03:04.414928Z,2025-03-02T13:03:12.496813Z,8
1473352,2025-03-02T13:03:04.185556Z,2025-03-02T13:03:09.390285Z,5
1473353,2025-03-02T13:03:12.644481Z,2025-03-02T16:05:22.689515Z,10930
1473359,2025-03-02T13:03:58.979058Z,2025-03-02T21:49:55.743891Z,31556
1473361,2025-03-02T13:04:03.186526Z,2025-03-02T13:04:10.395645Z,7
1473365,2025-03-02T13:04:14.204228Z,2025-03-02T21:23:00.939016Z,29926
1473366,2025-03-02T13:04:14.087990Z,2025-03-02T14:15:29.968775Z,4275
1473368,2025-03-02T13:04:13.929961Z,2025-03-02T13:04:17.345845Z,3
1473369,2025-03-02T13:04:10.224899Z,2025-03-02T13:04:13.785892Z,3
1473375,2025-03-02T13:04:36.918038Z,2025-03-02T13:04:45.083618Z,8
1473378,2025-03-02T13:04:40.546495Z,2025-03-02T13:04:48.485634Z,7
1473382,2025-03-02T13:04:54.795108Z,2025-03-02T13:05:01.507724Z,6
1473391,2025-03-02T13:05:05.266405Z,2025-03-02T13:05:09.248897Z,3
1473393,2025-03-02T13:05:13.600806Z,2025-03-02T13:05:17.241612Z,3
1473395,2025-03-02T13:05:25.584809Z,2025-03-02T13:05:29.502918Z,3
1473396,2025-03-02T13:05:48.550479Z,2025-03-02T13:05:52.437340Z,3
1473401,2025-03-02T13:06:00.278053Z,2025-03-02T13:06:06.723181Z,6
1473402,2025-03-02T13:05:59.873634Z,2025-03-02T17:51:14.470456Z,17114
1473405,2025-03-02T13:06:03.491460Z,2025-03-02T13:06:09.932488Z,6
1473427,2025-03-02T13:06:55.637565Z,2025-03-02T16:48:38.898925Z,13303
1473435,2025-03-02T13:07:21.070390Z,2025-03-02T19:58:40.626571Z,24679
1473436,2025-03-02T13:07:24.351789Z,2025-03-02T13:07:27.920372Z,3
1473437,2025-03-02T13:07:31.649213Z,2025-03-02T13:07:38.719456Z,7
1473438,2025-03-02T13:07:28.178660Z,2025-03-02T13:07:35.139679Z,6
1473442,2025-03-02T13:07:47.902492Z,2025-03-02T17:12:07.835845Z,14659
1473443,2025-03-02T13:08:01.171540Z,2025-03-02T23:28:32.964831Z,37231
1473450,2025-03-02T13:08:25.231824Z,2025-03-02T19:00:10.748956Z,21105
1473454,2025-03-02T13:08:32.650152Z,2025-03-02T13:08:35.915051Z,3
1473467,2025-03-02T13:09:03.645997Z,2025-03-02T23:05:35.598988Z,35791
1473468,2025-03-02T13:09:11.550761Z,2025-03-02T13:09:14.965453Z,3
1473471,2025-03-02T13:09:18.079630Z,2025-03-02T23:32:54.668641Z,37416
1473483,2025-03-02T13:09:52.939453Z,2025-03-02T13:09:59.478693Z,6
1473495,2025-03-02T13:10:26.173650Z,2025-03-02T18:01:57.652693Z,17491
1473496,2025-03-02T13:10:26.125753Z,2025-03-02T21:07:49.419990Z,28643
1473497,2025-03-02T13:10:32.935684Z,2025-03-02T16:15:45.654706Z,11112
1473498,2025-03-02T13:10:40.690143Z,2025-03-02T13:10:47.543185Z,6
1473499,2025-03-02T13:10:32.540716Z,2025-03-02T18:28:37.191491Z,19084
1473505,2025-03-02T13:10:40.176662Z,2025-03-02T13:10:44.159823Z,3
1473506,2025-03-02T13:10:39.927987Z,2025-03-02T13:10:44.087249Z,4
1473508,2025-03-02T13:10:55.249086Z,2025-03-02T13:10:58.681834Z,3
1473525,2025-03-02T13:11:37.958918Z,2025-03-02T13:11:44.540765Z,6
1473530,2025-03-02T13:11:44.652478Z,2025-03-02T13:11:47.811615Z,3
1473532,2025-03-02T13:11:55.642629Z,2025-03-02T15:27:50.330687Z,8154
1473537,2025-03-02T13:12:09.013800Z,2025-03-02T13:12:12.775233Z,3
1473542,2025-03-02T13:12:09.616469Z,2025-03-02T17:34:25.896858Z,15736
1473544,2025-03-02T13:12:16.608946Z,2025-03-02T13:12:22.899053Z,6
1473546,2025-03-02T13:12:29.762344Z,2025-03-02T13:12:32.907972Z,3
1473549,2025-03-02T13:12:39.591961Z,2025-03-02T13:25:12.448004Z,752
1473554,2025-03-02T13:12:53.208281Z,2025-03-02T13:12:56.689336Z,3
1473555,2025-03-02T13:12:53.590833Z,2025-03-02T13:12:57.648659Z,4
1473556,2025-03-02T13:12:57.208698Z,2025-03-02T13:13:00.922774Z,3
1473557,2025-03-02T13:12:57.538064Z,2025-03-02T13:13:04.112559Z,6
1473558,2025-03-02T13:12:57.765742Z,2025-03-02T22:09:03.984522Z,32166
1473573,2025-03-02T13:13:37.211483Z,2025-03-02T21:20:53.249657Z,29236
1473575,2025-03-02T13:13:36.498166Z,2025-03-02T13:13:43.902730Z,7
1473578,2025-03-02T13:13:55.651382Z,2025-03-02T13:14:02.852882Z,7
1473580,2025-03-02T13:13:55.357246Z,2025-03-02T13:14:02.461661Z,7
1473586,2025-03-02T13:13:59.242527Z,2025-03-02T17:25:21.205370Z,15081
1473588,2025-03-02T13:14:06.377523Z,2025-03-02T18:50:41.437199Z,20195
1473589,2025-03-02T13:14:02.584520Z,2025-03-02T13:14:06.217559Z,3
1473595,2025-03-02T13:14:27.773953Z,2025-03-02T13:14:30.965697Z,3
1473606,2025-03-02T13:14:48.356569Z,2025-03-02T23:57:05.992652Z,38537
1473615,2025-03-02T13:15:03.769564Z,2025-03-02T13:15:04.015965Z,0
1473618,2025-03-02T13:15:17.217037Z,2025-03-02T15:03:33.848177Z,6496
1473619,2025-03-02T13:15:10.466955Z,2025-03-02T13:15:17.125986Z,6
1473620,2025-03-02T13:15:13.857662Z,2025-03-02T13:15:20.417920Z,6
1473621,2025-03-02T13:15:10.689485Z,2025-03-02T13:15:17.340645Z,6
1473632,2025-03-02T13:15:44.186182Z,2025-03-02T13:15:48.279284Z,4
1473636,2025-03-02T13:16:01.974737Z,2025-03-02T13:16:05.231467Z,3
1473642,2025-03-02T13:16:22.688900Z,2025-03-02T13:16:25.759839Z,3
1473643,2025-03-02T13:16:15.945397Z,2025-03-02T13:16:22.537983Z,6
1473644,2025-03-02T13:16:19.349733Z,2025-03-02T13:16:25.754737Z,6
1473645,2025-03-02T13:16:22.693522Z,2025-03-02T13:16:25.808898Z,3
1473646,2025-03-02T13:16:41.657109Z,2025-03-02T13:16:45.247815Z,3
1473647,2025-03-02T13:16:41.740329Z,2025-03-02T13:16:45.330671Z,3
1473648,2025-03-02T13:16:46.100143Z,2025-03-02T13:16:53.297169Z,7
1473654,2025-03-02T13:16:56.783107Z,2025-03-02T13:17:00.114953Z,3
1473657,2025-03-02T13:17:30.089420Z,2025-03-02T13:17:33.327738Z,3
1473667,2025-03-02T13:17:52.158203Z,2025-03-02T22:48:29.600614Z,34237
1473669,2025-03-02T13:17:56.892391Z,2025-03-02T22:08:43.647690Z,31846
1473670,2025-03-02T13:17:56.445818Z,2025-03-02T13:18:03.527743Z,7
1473687,2025-03-02T13:18:59.197761Z,2025-03-02T13:19:06.397396Z,7
1473688,2025-03-02T13:18:58.683424Z,2025-03-02T13:18:59.307499Z,0
1473692,2025-03-02T13:18:58.095030Z,2025-03-02T13:18:59.092571Z,0
1473693,2025-03-02T13:18:59.404665Z,2025-03-02T13:19:06.512491Z,7
1473696,2025-03-02T13:19:06.835754Z,2025-03-02T16:22:36.417016Z,11009
1473697,2025-03-02T13:19:13.054984Z,2025-03-02T13:19:19.761685Z,6
1473698,2025-03-02T13:19:13.044302Z,2025-03-02T13:19:16.263771Z,3
1473707,2025-03-02T13:19:35.755915Z,2025-03-02T23:46:32.762732Z,37617
1473709,2025-03-02T13:19:44.209641Z,2025-03-02T13:19:50.847549Z,6
1473714,2025-03-02T13:20:02.370720Z,2025-03-02T13:20:09.820751Z,7
1473726,2025-03-02T13:20:28.550389Z,2025-03-02T13:20:32.149991Z,3
1473727,2025-03-02T13:20:27.716374Z,2025-03-02T13:20:32.116253Z,4
1473728,2025-03-02T13:20:35.730182Z,2025-03-02T20:01:22.167577Z,24046
1473733,2025-03-02T13:20:51.646449Z,2025-03-02T13:20:55.697872Z,4
1473737,2025-03-02T13:21:02.612639Z,2025-03-02T17:11:03.100063Z,13800
1473740,2025-03-02T13:21:09.672535Z,2025-03-02T13:21:16.365206Z,6
1473750,2025-03-02T13:21:44.847734Z,2025-03-02T13:21:49.818788Z,4
1473751,2025-03-02T13:21:40.820634Z,2025-03-02T13:21:44.763015Z,3
1473753,2025-03-02T13:21:48.587821Z,2025-03-02T13:21:56.559466Z,7
1473758,2025-03-02T13:21:49.158404Z,2025-03-02T13:21:53.226436Z,4
1473759,2025-03-02T13:21:48.558864Z,2025-03-02T13:21:56.524099Z,7
1473766,2025-03-02T13:22:11.035371Z,2025-03-02T13:22:17.237148Z,6
1473774,2025-03-02T13:22:48.947114Z,2025-03-02T13:22:52.407097Z,3
1473779,2025-03-02T13:22:57.683985Z,2025-03-02T13:23:04.505607Z,6
1473781,2025-03-02T13:23:05.005748Z,2025-03-02T13:23:08.409155Z,3
1473783,2025-03-02T13:22:57.625340Z,2025-03-02T13:23:04.487526Z,6
1473784,2025-03-02T13:23:04.387762Z,2025-03-02T13:23:11.644672Z,7
1473786,2025-03-02T13:23:18.406660Z,2025-03-02T13:23:25.496205Z,7
1473788,2025-03-02T13:23:15.201533Z,2025-03-02T13:23:22.260633Z,7
1473798,2025-03-02T13:23:34.367239Z,2025-03-02T13:23:38.614603Z,4
1473800,2025-03-02T13:23:45.830145Z,2025-03-02T17:12:31.992594Z,13726
1473806,2025-03-02T13:24:02.626440Z,2025-03-02T13:24:10.263816Z,7
1473818,2025-03-02T13:24:32.031967Z,2025-03-02T18:05:05.224871Z,16833
1473821,2025-03-02T13:24:46.057471Z,2025-03-02T13:24:53.724236Z,7
1473828,2025-03-02T13:25:04.511770Z,2025-03-02T13:25:08.376627Z,3
1473829,2025-03-02T13:25:19.374243Z,2025-03-02T13:25:27.339238Z,7
1473834,2025-03-02T13:25:34.394688Z,2025-03-02T13:25:37.535352Z,3
1473835,2025-03-02T13:25:46.235104Z,2025-03-02T18:12:13.841921Z,17187
1473841,2025-03-02T13:26:05.446190Z,2025-03-02T13:26:12.287530Z,6
1473842,2025-03-02T13:26:05.658414Z,2025-03-02T23:33:01.517002Z,36415
1473848,2025-03-02T13:26:28.357700Z,2025-03-02T18:12:07.213679Z,17138
1473856,2025-03-02T13:26:42.539765Z,2025-03-02T13:51:25.834470Z,1483
1473858,2025-03-02T13:26:44.710661Z,2025-03-02T13:26:48.228840Z,3
1473862,2025-03-02T13:27:09.982916Z,2025-03-02T13:27:16.380882Z,6
1473882,2025-03-02T13:27:51.548736Z,2025-03-02T13:40:39.330406Z,767
1473886,2025-03-02T13:28:03.044669Z,2025-03-02T17:22:01.700887Z,14038
1473888,2025-03-02T13:28:11.143355Z,2025-03-02T13:28:18.775815Z,7
1473899,2025-03-02T13:28:44.901208Z,2025-03-02T13:28:52.434887Z,7
1473900,2025-03-02T13:28:40.490638Z,2025-03-02T13:28:44.455155Z,3
1473906,2025-03-02T13:28:59.803506Z,2025-03-02T13:29:03.897464Z,4
1473911,2025-03-02T13:29:14.517823Z,2025-03-02T23:54:25.559779Z,37511
1473928,2025-03-02T13:29:57.360061Z,2025-03-02T13:30:06.091687Z,8
1473929,2025-03-02T13:30:06.288301Z,2025-03-02T13:30:09.404864Z,3
1473963,2025-03-02T13:34:21.541245Z,2025-03-02T13:34:24.920614Z,3
1473975,2025-03-02T13:36:19.025641Z,2025-03-02T13:36:19.437406Z,0
1473979,2025-03-02T13:36:25.742105Z,2025-03-02T17:28:44.824169Z,13939
1473980,2025-03-02T13:36:35.741569Z,2025-03-02T13:36:39.239929Z,3
1473985,2025-03-02T13:36:50.055362Z,2025-03-02T13:36:53.299262Z,3
1473992,2025-03-02T13:37:57.663914Z,2025-03-02T17:08:17.654943Z,12619
1473993,2025-03-02T13:38:17.619124Z,2025-03-02T21:53:01.155825Z,29683
1474001,2025-03-02T13:39:24.621612Z,2025-03-02T13:39:30.855630Z,6
1474008,2025-03-02T13:40:47.843826Z,2025-03-02T13:40:55.908372Z,8
1474011,2025-03-02T13:41:11.596064Z,2025-03-02T16:36:55.022703Z,10543
1474026,2025-03-02T13:42:26.535288Z,2025-03-02T16:59:54.292404Z,11847
1474037,2025-03-02T13:43:28.986295Z,2025-03-02T13:43:32.916739Z,3
1474039,2025-03-02T13:43:32.768552Z,2025-03-02T13:43:39.719533Z,6
1474040,2025-03-02T13:43:32.622416Z,2025-03-02T13:43:39.625842Z,7
1474044,2025-03-02T13:44:10.123285Z,2025-03-02T18:40:14.416981Z,17764
1474048,2025-03-02T13:44:36.009921Z,2025-03-02T18:04:17.917731Z,15581
1474060,2025-03-02T13:45:19.731369Z,2025-03-02T20:56:34.111687Z,25874
1474066,2025-03-02T13:45:43.058283Z,2025-03-02T20:45:46.681178Z,25203
1474073,2025-03-02T13:46:40.893494Z,2025-03-02T13:46:44.820463Z,3
1474075,2025-03-02T13:46:52.209562Z,2025-03-02T13:46:52.521840Z,0
1474081,2025-03-02T13:47:22.196538Z,2025-03-02T13:47:25.587960Z,3
1474084,2025-03-02T13:47:44.228468Z,2025-03-02T13:47:50.801122Z,6
1474086,2025-03-02T13:48:40.624655Z,2025-03-02T13:48:47.332540Z,6
1474087,2025-03-02T13:48:40.238168Z,2025-03-02T13:48:47.313156Z,7
1474096,2025-03-02T13:49:50.007459Z,2025-03-02T13:49:57.279408Z,7
1474097,2025-03-02T13:49:50.260280Z,2025-03-02T13:49:57.317647Z,7
1474099,2025-03-02T13:49:53.638515Z,2025-03-02T13:50:00.494588Z,6
1474108,2025-03-02T13:50:07.453494Z,2025-03-02T13:50:14.578291Z,7
1474110,2025-03-02T13:50:07.831324Z,2025-03-02T13:50:14.634390Z,6
1474118,2025-03-02T13:51:32.455339Z,2025-03-02T22:01:44.156983Z,29411
1474119,2025-03-02T13:51:46.661625Z,2025-03-02T13:51:52.122415Z,5
1474120,2025-03-02T13:51:48.726225Z,2025-03-02T13:51:55.323091Z,6
1474123,2025-03-02T13:51:49.061730Z,2025-03-02T13:51:52.137984Z,3
1474128,2025-03-02T13:52:10.814528Z,2025-03-02T13:52:13.886164Z,3
1474143,2025-03-02T13:52:40.305621Z,2025-03-02T13:52:43.607165Z,3
1474145,2025-03-02T13:52:47.216819Z,2025-03-02T13:52:53.625512Z,6
1474152,2025-03-02T13:53:48.287003Z,2025-03-02T17:43:07.310536Z,13759
1474162,2025-03-02T13:54:05.574110Z,2025-03-02T13:54:08.607834Z,3
1474169,2025-03-02T13:54:22.401757Z,2025-03-02T13:54:25.593237Z,3
1474170,2025-03-02T13:54:21.785357Z,2025-03-02T13:54:25.584057Z,3
1474171,2025-03-02T13:54:22.524981Z,2025-03-02T14:13:37.331194Z,1154
1474180,2025-03-02T13:54:42.595523Z,2025-03-02T13:54:49.127868Z,6
1474182,2025-03-02T13:55:03.830754Z,2025-03-02T13:55:03.937575Z,0
1474194,2025-03-02T13:55:32.981967Z,2025-03-02T13:55:40.305828Z,7
1474195,2025-03-02T13:55:40.452054Z,2025-03-02T20:13:56.682471Z,22696
1474208,2025-03-02T13:56:42.365146Z,2025-03-02T13:56:48.972152Z,6
1474216,2025-03-02T13:57:02.683378Z,2025-03-02T22:46:51.406389Z,31788
1474217,2025-03-02T13:57:08.744895Z,2025-03-02T13:57:14.962617Z,6
1474221,2025-03-02T13:57:14.987150Z,2025-03-02T18:59:26.778416Z,18131
1474225,2025-03-02T13:57:33.517214Z,2025-03-02T20:07:43.710791Z,22210
1474226,2025-03-02T13:57:27.444202Z,2025-03-02T13:57:30.455632Z,3
1474227,2025-03-02T13:57:27.434507Z,2025-03-02T22:00:57.631149Z,29010
1474231,2025-03-02T13:58:02.347825Z,2025-03-02T13:58:09.156257Z,6
1474237,2025-03-02T13:58:05.805836Z,2025-03-02T13:58:12.504929Z,6
1474238,2025-03-02T13:58:12.754343Z,2025-03-02T13:58:15.881471Z,3
1474242,2025-03-02T13:58:40.756999Z,2025-03-02T13:58:47.319622Z,6
1474248,2025-03-02T13:58:53.377548Z,2025-03-02T13:59:00.124463Z,6
1474249,2025-03-02T13:58:56.674985Z,2025-03-02T13:59:00.165822Z,3
1474250,2025-03-02T13:59:00.178500Z,2025-03-02T16:32:50.056535Z,9229
1474253,2025-03-02T13:59:03.209612Z,2025-03-02T13:59:06.236954Z,3
1474254,2025-03-02T13:59:06.389386Z,2025-03-02T14:48:47.367810Z,2980
1474255,2025-03-02T13:59:13.161450Z,2025-03-02T13:59:19.470357Z,6
1474257,2025-03-02T13:59:09.873229Z,2025-03-02T15:41:12.242609Z,6122
1474261,2025-03-02T13:59:22.802538Z,2025-03-02T13:59:26.751265Z,3
1474262,2025-03-02T13:59:26.678337Z,2025-03-02T13:59:29.870290Z,3
1474264,2025-03-02T13:59:26.438562Z,2025-03-02T13:59:29.850893Z,3
1474265,2025-03-02T13:59:26.554781Z,2025-03-02T13:59:29.858690Z,3
1474269,2025-03-02T13:59:36.019864Z,2025-03-02T13:59:39.232331Z,3
1474270,2025-03-02T13:59:46.239864Z,2025-03-02T16:44:32.012640Z,9885
1474273,2025-03-02T13:59:58.965541Z,2025-03-02T16:58:08.274644Z,10689
1474275,2025-03-02T14:00:05.091804Z,2025-03-02T14:00:08.139758Z,3
1474278,2025-03-02T14:00:18.961796Z,2025-03-02T14:00:25.077151Z,6
1474283,2025-03-02T14:00:55.362061Z,2025-03-02T16:46:55.934862Z,9960
1474287,2025-03-02T14:01:06.102183Z,2025-03-02T14:01:09.172966Z,3
1474288,2025-03-02T14:01:02.812265Z,2025-03-02T14:01:05.991531Z,3
1474302,2025-03-02T14:01:52.319679Z,2025-03-02T14:02:00.181929Z,7
1474309,2025-03-02T14:02:40.499156Z,2025-03-02T17:32:50.840121Z,12610
1474310,2025-03-02T14:02:34.770480Z,2025-03-02T14:02:38.341445Z,3
1474311,2025-03-02T14:02:44.325994Z,2025-03-02T14:02:48.313232Z,3
1474319,2025-03-02T14:03:02.224219Z,2025-03-02T14:38:57.171831Z,2154
1474320,2025-03-02T14:03:09.145911Z,2025-03-02T19:49:46.401570Z,20797
1474321,2025-03-02T14:03:24.562618Z,2025-03-02T14:03:24.714720Z,0
1474332,2025-03-02T14:04:05.712572Z,2025-03-02T22:24:34.069090Z,30028
1474333,2025-03-02T14:04:06.123496Z,2025-03-02T14:04:09.485792Z,3
1474335,2025-03-02T14:04:06.323113Z,2025-03-02T14:04:12.582919Z,6
